,fire_name,veg_label
2984,WHISKEY SP,Temperate Evergreen Needleleaf Forest TmpENF
2985,TH1814,Polar Desert/Rock/Ice
2986,FIVE POINT,Polar Desert/Rock/Ice
2987,TIRE,Secondary Tropical Evergreen Broadleaf Forest
2994,HORN,C3 Grassland/Steppe
2997,HOLY,Secondary Tropical Evergreen Broadleaf Forest
3007,MILL DAM 2,Open Shrubland
3009,FIRST BOX,Other
3010,KEENEY,C3 Grassland/Steppe
3012,LAKE MOUNT,C3 Grassland/Steppe
3019,LOOKOUT,Other
3022,DUMP 2,Polar Desert/Rock/Ice
3027,FY2000-HALL-023,Secondary Tropical Evergreen Broadleaf Forest
3028,FY2013-BALDWIN-008,Secondary Tropical Evergreen Broadleaf Forest
3030,DEEP CREEK,Polar Desert/Rock/Ice
3036,PIPKIN HILL,Secondary Tropical Evergreen Broadleaf Forest
3038,25,Other
3044,LANCASTER,Open Shrubland
3047,NEW COLONY DR,Other
3050,FORNET,Secondary Tropical Evergreen Broadleaf Forest
3060,COLD SPRINGS RANCH #470,Polar Desert/Rock/Ice
3065,RL523,Polar Desert/Rock/Ice
3084,COLVILLE,C3 Grassland/Steppe
3085,EXCHANGE RD. 1,Polar Desert/Rock/Ice
3090,ROBIN CREEK 2,Secondary Tropical Evergreen Broadleaf Forest
3097,THREADGILL,Polar Desert/Rock/Ice
3107,SLIDE CREEK,Polar Desert/Rock/Ice
3109,F.D.-2,Polar Desert/Rock/Ice
3116,BREWSTER,C3 Grassland/Steppe
3118,HONOR,C3 Grassland/Steppe
3121,TRUMP ISLAND,Polar Desert/Rock/Ice
3129,GILBERT'S FIRE,Polar Desert/Rock/Ice
3162,Q2,Other
3165,FY2015-GWINNETT-002,Secondary Tropical Evergreen Broadleaf Forest
3173,CEDAR SOUTH,C3 Grassland/Steppe
3183,FY2002-SUMTER-037,Open Shrubland
3185,C-138 SET2 (57),Open Shrubland
3188,GARRISON RIDGE,Other
3194,CUBE,Secondary Tropical Evergreen Broadleaf Forest
3202,8060,Open Shrubland
3203,ZION RIDGE,Other
3205,FIRE TOWER,Other
3213,SOUTH PINE,Other
3214,MAHOGANYMT,Polar Desert/Rock/Ice
3215,WEST SPRING CREEK,C3 Grassland/Steppe
3216,FY2014-TWIGGS-025,Open Shrubland
3224,DEADMAN,Secondary Tropical Evergreen Broadleaf Forest
3227,973,Open Shrubland
3233,SLOANS RIDGE,Polar Desert/Rock/Ice
3234,KILPATRICK,Polar Desert/Rock/Ice
3245,LOOKOUT,Other
3246,FY2013-WEBSTER-014,Open Shrubland
3252,RED BUG ROAD,Open Shrubland
3254,DRYWELL,Secondary Tropical Evergreen Broadleaf Forest
3259,64QBCPER00,Other
3261,TEN HORSE,C3 Grassland/Steppe
3273,CHOCTAW #6,Open Shrubland
3274,WHAKATNA C,Other
3277,A1305034,C3 Grassland/Steppe
3278,FOX,Secondary Tropical Evergreen Broadleaf Forest
3284,WATUSI,Other
3289,A1303062,C3 Grassland/Steppe
3292,700,Secondary Tropical Evergreen Broadleaf Forest
3293,LAKESIDE DR/ GLADE SPRINGS,Other
3294,TH1710,Polar Desert/Rock/Ice
3302,FY2011-JACKSON-016,Secondary Tropical Evergreen Broadleaf Forest
3311,TIJUANA JOHN,Polar Desert/Rock/Ice
3315,BARONA,Open Shrubland
3322,FY2011-JOHNSON-065,Open Shrubland
3323,BEAR 2,Open Shrubland
3325,THOMAS CREEK PRESERVE (16),Open Shrubland
3333,TOWNE PARK (53),Open Shrubland
3339,BIRTHDAY,C3 Grassland/Steppe
3348,FY2014-FANNIN-015,Secondary Tropical Evergreen Broadleaf Forest
3349,BEAR,Polar Desert/Rock/Ice
3353,FY2015-BARROW-010,Secondary Tropical Evergreen Broadleaf Forest
3355,GROUSE,Secondary Tropical Evergreen Broadleaf Forest
3365,FY2011-COFFEE-095,Open Shrubland
3389,TRACT 84,Polar Desert/Rock/Ice
3391,BUCKHOLZ,Open Shrubland
3394,204,C3 Grassland/Steppe
3398,HIGHWAY E FIRE,Other
3402,BRONCO,Open Shrubland
3404,SEWER SMOKE,Polar Desert/Rock/Ice
3408,WOOD PILE,Open Shrubland
3413,MANNSCHRIE,Polar Desert/Rock/Ice
3419,LAKES,Other
3420,M TENT,Polar Desert/Rock/Ice
3421,RAILROAD,Secondary Tropical Evergreen Broadleaf Forest
3423,FY2012-CRISP-027,Open Shrubland
3424,CASTLE RCK,Desert
3432,FY2015-LOWNDES-003,Open Shrubland
3435,PERKINS,Polar Desert/Rock/Ice
3439,PEABODY,Other
3444,WILDCAT TRAIL,Polar Desert/Rock/Ice
3446,FY2013-BROOKS-027,Open Shrubland
3447,GRAY,Other
3465,CLEAR FORK,Other
3472,ALTHOUSE,C3 Grassland/Steppe
3476,FORBES TRAIL (58),Open Shrubland
3487,HUNGRY,Other
3491,1262,Other
3493,FY2012-BUTTS-007,Secondary Tropical Evergreen Broadleaf Forest
3509,THOMAS,Polar Desert/Rock/Ice
3511,868,Open Shrubland
3512,VALLEY,C3 Grassland/Steppe
3516,NE300013A,Polar Desert/Rock/Ice
3517,LARABEE /,C3 Grassland/Steppe
3519,LITTLE CANE CREEK FIRE,Other
3521,VIRGINIA,Secondary Tropical Evergreen Broadleaf Forest
3528,POWER,Polar Desert/Rock/Ice
3529,RD07-09,Secondary Tropical Evergreen Broadleaf Forest
3531,KORB 1 FIRE,Open Shrubland
3537,WALKER,Polar Desert/Rock/Ice
3538,BIG BRANCH,Other
3542,10303,Secondary Tropical Evergreen Broadleaf Forest
3543,FY2014-LUMPKIN-020,Secondary Tropical Evergreen Broadleaf Forest
3544,COUCH,C3 Grassland/Steppe
3547,RODEO,Polar Desert/Rock/Ice
3548,WOODS,Polar Desert/Rock/Ice
3549,SELLECK,Temperate Evergreen Needleleaf Forest TmpENF
3551,POSEY HOLLOW 2,Secondary Tropical Evergreen Broadleaf Forest
3554,ALDER,Polar Desert/Rock/Ice
3555,CRUMB HOLLOW,Polar Desert/Rock/Ice
3566,ORCHARD ADDITION,Other
3576,E WILLIAMS,C3 Grassland/Steppe
3606,SIXTEEN BOXES,Polar Desert/Rock/Ice
3610,CORPORATION 98,Polar Desert/Rock/Ice
3612,RL 128,Polar Desert/Rock/Ice
3618,REICHE,Polar Desert/Rock/Ice
3619,ONEIDA FARMS,Polar Desert/Rock/Ice
3620,RED TAIL,C3 Grassland/Steppe
3631,ERSOLE (38),Open Shrubland
3641,DUMP,Polar Desert/Rock/Ice
3643,HORSE CREEK,Other
3648,MIESTER,Polar Desert/Rock/Ice
3663,D-5 SPRING,Secondary Tropical Evergreen Broadleaf Forest
3666,UNKNOWN,Other
3670,FLOW THOMAS FIRE,Polar Desert/Rock/Ice
3671,THORNBUTTE,Polar Desert/Rock/Ice
3679,FY2011-CARROLL-024,Secondary Tropical Evergreen Broadleaf Forest
3709,PATRICIA L DANIEL,Polar Desert/Rock/Ice
3710,FY2011-MCINTOSH-081,Open Shrubland
3721,7.92014E+12,Open Shrubland
3723,162 CAR,Open Shrubland
3728,WEAVER ROAD,C3 Grassland/Steppe
3735,HOUND,Polar Desert/Rock/Ice
3736,MEADOW FORK,Other
3739,LOWE,Open Shrubland
3740,STAR,Other
3747,MOOSE,Polar Desert/Rock/Ice
3750,RL122,Polar Desert/Rock/Ice
3751,STATE GAME LANDS,Polar Desert/Rock/Ice
3763,BEAVER CREEK #7,Polar Desert/Rock/Ice
3767,SCHRIENER,Polar Desert/Rock/Ice
3770,MAIN,Polar Desert/Rock/Ice
3775,L H DITCH,C3 Grassland/Steppe
3776,MOOSE TWO,C3 Grassland/Steppe
3780,HECK # 9,Polar Desert/Rock/Ice
3783,HILLSIDE LANE,Polar Desert/Rock/Ice
3784,HANG DOG,Other
3785,SAW 2,Open Shrubland
3791,FISHER VALLEY ROAD FIRE 2,Other
3793,DUSTDEVIL,Secondary Tropical Evergreen Broadleaf Forest
3796,HOUSE ROAD,Polar Desert/Rock/Ice
3798,ADAMS,Open Shrubland
3807,650 FIRE,Other
3816,GRIZZLY RIDGE,Polar Desert/Rock/Ice
3819,FIELDS,Open Shrubland
3824,E 22ND ST / SAMPSON ST,Other
3839,SHAVER RD,Secondary Tropical Evergreen Broadleaf Forest
3843,NORTH CASH CREEK,C3 Grassland/Steppe
3845,UPPER KINKAID,Polar Desert/Rock/Ice
3851,LIVINGSTON - 7,Open Shrubland
3852,FY2011-CHATTOOGA-064,Secondary Tropical Evergreen Broadleaf Forest
3853,RL240,Polar Desert/Rock/Ice
3869,WHITES LAKE 1,Other
3872,LEGACY (53) **,Open Shrubland
3876,BUNKER HILL HGTS,Other
3878,HEADSET,Polar Desert/Rock/Ice
3881,RODEO CRK,Polar Desert/Rock/Ice
3883,SANDDUNE 1,Other
3887,POINTSPRNG,C3 Grassland/Steppe
3915,GRANDMA'S,Secondary Tropical Evergreen Broadleaf Forest
3923,PINEY CREEK,Other
3926,POOL HOUSE,Other
3929,WESTWOOD,Other
3938,PRIMESTAR,Other
3939,FY2003-HENRY-009,Secondary Tropical Evergreen Broadleaf Forest
3940,WYMAN,C3 Grassland/Steppe
3949,CLOVERDALE,Other
3957,MILE POST,Secondary Tropical Evergreen Broadleaf Forest
3962,10336,Secondary Tropical Evergreen Broadleaf Forest
3964,SHAMROCK,Polar Desert/Rock/Ice
3966,FIVE,Secondary Tropical Evergreen Broadleaf Forest
3982,A1304015,C3 Grassland/Steppe
3987,FY2012-MILLER-004,Open Shrubland
3989,FY2014-WILCOX-008,Open Shrubland
3996,BIKE,Polar Desert/Rock/Ice
4000,FY2002-MCINTOSH-034,Open Shrubland
4002,STATE,Secondary Tropical Evergreen Broadleaf Forest
4013,FOSTER CREEK,Polar Desert/Rock/Ice
4015,2.92014E+12,Open Shrubland
4017,CARIBOU,Polar Desert/Rock/Ice
4021,SHADY GROVE(21),Open Shrubland
4022,LIVINGSTON - 580,Open Shrubland
4036,CR 204  (55),Open Shrubland
4038,RIVERSIDE FIRE,C3 Grassland/Steppe
4055,71,Other
4057,JALEPENO,Other
4060,PAUL,Polar Desert/Rock/Ice
4064,BROOKLYN BAY (10),Open Shrubland
4073,197TH,Open Shrubland
4074,KELSO,Polar Desert/Rock/Ice
4075,CLE4694353,Secondary Tropical Evergreen Broadleaf Forest
4077,ARCH CREEK,Polar Desert/Rock/Ice
4078,KIOWA UNIT 34-3,Polar Desert/Rock/Ice
4084,KELSO,Polar Desert/Rock/Ice
4090,SCOUT,Secondary Tropical Evergreen Broadleaf Forest
4097,9021,Open Shrubland
4109,HWY 77 AND NW 150TH,Other
4112,MINERAL CREEK,Other
4115,RIVERTON,C3 Grassland/Steppe
4116,097 LOOP,Open Shrubland
4117,FIREBOX,Secondary Tropical Evergreen Broadleaf Forest
4119,TEEC NOS POS,Other
4129,RAINBOW,Secondary Tropical Evergreen Broadleaf Forest
4130,ROLAND,Open Shrubland
4134,ELECTRA,Other
4138,FY2011-POLK-076,Secondary Tropical Evergreen Broadleaf Forest
4144,DUETTE RD. (41),Open Shrubland
4147,HORSESHOE FIRE,Other
4149,STOMPING,Secondary Tropical Evergreen Broadleaf Forest
4151,MARCOOT CHARCOAL #3,Other
4155,FY2012-TAYLOR-005,Open Shrubland
4156,SOUTHTWIN,Polar Desert/Rock/Ice
4161,TAG RIVER3,Other
4164,EASEMENT,Secondary Tropical Evergreen Broadleaf Forest
4176,BROWN,Open Shrubland
4178,WORK ALOT,Secondary Tropical Evergreen Broadleaf Forest
4180,1.09201E+13,Open Shrubland
4183,POPHER CREEK,Open Shrubland
4185,8101,Open Shrubland
4186,1.09202E+13,Open Shrubland
4208,KEEBLE PIT,Polar Desert/Rock/Ice
4214,"WILLIE POWELL RD, AL",Open Shrubland
4217,15-0001,Other
4218,FBI 2 FIRE,Open Shrubland
4222,WATER TANK,Other
4224,DAVE,Secondary Tropical Evergreen Broadleaf Forest
4226,THREE LINKS,C3 Grassland/Steppe
4235,FY2011-LUMPKIN-040,Secondary Tropical Evergreen Broadleaf Forest
4237,FLINT,Other
4241,SWIFT RIVER,Other
4243,DEVIL,Polar Desert/Rock/Ice
4244,NORTH OTTER,Open Shrubland
4261,FY2002-GILMER-020,Secondary Tropical Evergreen Broadleaf Forest
4262,CHASE,Secondary Tropical Evergreen Broadleaf Forest
4269,LOBATO,Other
4274,3 K PUMPHS,C3 Grassland/Steppe
4294,8.92015E+12,Open Shrubland
4309,ANDERSON BEND2,Other
4318,RIVER,Other
4319,BORADER 25,Open Shrubland
4320,CABIN,Open Shrubland
4322,VOLCANO,Other
4334,MELTING FENCE,Polar Desert/Rock/Ice
4336,58-TRILLIUM FIRE-0355,Open Shrubland
4341,BEAR,Open Shrubland
4342,OPIE,Open Shrubland
4351,CEMETARY,Secondary Tropical Evergreen Broadleaf Forest
4354,BUCKS BR.,Other
4357,HOT ASH FIRE,Polar Desert/Rock/Ice
4362,SCALES,Other
4364,182ND AVE (42),Open Shrubland
4367,ASH,Polar Desert/Rock/Ice
4371,SEPTIC SPRAY III,Polar Desert/Rock/Ice
4386,CAT BRANCH,Open Shrubland
4392,HALFMOON 16,Open Shrubland
4399,FY2013-TWIGGS-027,Open Shrubland
4414,30315,Other
4415,FY2012-TAYLOR-028,Open Shrubland
4416,OLDSMOBILE,Other
4420,YAK,Polar Desert/Rock/Ice
4423,ASSIST 6,Polar Desert/Rock/Ice
4436,PITTMAN,Open Shrubland
4440,HESPERIA,Secondary Tropical Evergreen Broadleaf Forest
4444,848,Open Shrubland
4453,PHEASANT,Polar Desert/Rock/Ice
4460,TWO ANGELS,Polar Desert/Rock/Ice
4462,WHITES FERRY ROAD,Polar Desert/Rock/Ice
4464,NARROWS,Other
4467,WEST CREEK,Other
4469,WESTERN,Open Shrubland
4470,PIPKIN2,Polar Desert/Rock/Ice
4483,APACHE,Open Shrubland
4491,FY2013-HALL-006,Secondary Tropical Evergreen Broadleaf Forest
4497,FY2001-MCINTOSH-073,Open Shrubland
4505,SW CR 100A (04),Open Shrubland
4512,10215,Secondary Tropical Evergreen Broadleaf Forest
4513,FY2002-UPSON-095,Open Shrubland
4514,DUDLEY DRIVE,Secondary Tropical Evergreen Broadleaf Forest
4516,FY2015-POLK-003,Secondary Tropical Evergreen Broadleaf Forest
4520,JACKSON 2,Temperate Evergreen Needleleaf Forest TmpENF
4521,70TH (11),Open Shrubland
4528,SHE BEAR MOUNTAIN,Polar Desert/Rock/Ice
4531,MISSAUKEE 08 - WEST FALMOUTH,Polar Desert/Rock/Ice
4537,HALLOWEEN,C3 Grassland/Steppe
4538,BARKER,Polar Desert/Rock/Ice
4541,INDIANA,C3 Grassland/Steppe
4545,B AND C FIRE,C3 Grassland/Steppe
4547,NO NAME 160,Other
4556,STAMPEDE,Polar Desert/Rock/Ice
4557,ML26,C3 Grassland/Steppe
4563,ASK FIRST,Open Shrubland
4564,MICHELLES RIDGE,Other
4568,ITALIAN SPRINGS,Other
4569,RL 049,Polar Desert/Rock/Ice
4582,GRAHAM,C3 Grassland/Steppe
4585,ROAD,Other
4590,WEST TOLAR,Secondary Tropical Evergreen Broadleaf Forest
4594,MONTEREY,Other
4595,ANTONE,Secondary Tropical Evergreen Broadleaf Forest
4596,BLOCK D,Polar Desert/Rock/Ice
4599,SNOWY,Polar Desert/Rock/Ice
4601,LITTLE CAT,C3 Grassland/Steppe
4604,GREASY CREEK,Polar Desert/Rock/Ice
4605,PRATT SANDHILLS,Other
4608,FY2011-MCDUFFIE-043,Secondary Tropical Evergreen Broadleaf Forest
4611,HAUSER,Open Shrubland
4616,FY2011-BARTOW-044,Secondary Tropical Evergreen Broadleaf Forest
4620,FY2012-OGLETHORPE-023,Secondary Tropical Evergreen Broadleaf Forest
4622,DOE CREEK,Polar Desert/Rock/Ice
4625,EAGLE POINT,C3 Grassland/Steppe
4634,RIZZI,C3 Grassland/Steppe
4640,A-10,Open Shrubland
4646,MS1815,Polar Desert/Rock/Ice
4662,SIGN CREEK,Polar Desert/Rock/Ice
4678,ROMAN,C3 Grassland/Steppe
4698,JONES 2,C3 Grassland/Steppe
4709,GOLD STRIKE,Other
4718,6115,Open Shrubland
4721,ALESSANDRO,Secondary Tropical Evergreen Broadleaf Forest
4722,06-12-ANDERSON STREET FIRE-0882,Open Shrubland
4726,FY2011-TREUTLEN-103,Open Shrubland
4727,POWDER HOUSE CANYON,Polar Desert/Rock/Ice
4729,UNNAMED FIRE 0363,Polar Desert/Rock/Ice
4732,2520,Open Shrubland
4733,OTA 217,C3 Grassland/Steppe
4735,133,Polar Desert/Rock/Ice
4736,SABRE,Secondary Tropical Evergreen Broadleaf Forest
4737,BOAT DOCKS,Polar Desert/Rock/Ice
4739,BRUSH VALLEY ROAD FIRE,Polar Desert/Rock/Ice
4745,30528,Polar Desert/Rock/Ice
4747,MESQUITE,Other
4750,COTTONWOOD CREEK,Polar Desert/Rock/Ice
4752,GULL LAKE,Polar Desert/Rock/Ice
4758,FIVE KIDS,C3 Grassland/Steppe
4771,CRESTVIEW,Temperate Evergreen Needleleaf Forest TmpENF
4772,OIL CREEK,Polar Desert/Rock/Ice
4773,ASPEN,Open Shrubland
4792,LOOKOUT TOWER ROAD,Polar Desert/Rock/Ice
4793,CRANBERRY ROAD FIRE,Polar Desert/Rock/Ice
4801,HULL DRAW,C3 Grassland/Steppe
4807,BLACK EGG,Other
4808,POWERLINE FIRE(03),Open Shrubland
4809,BUNYAN POINT,Polar Desert/Rock/Ice
4813,ANGLE FIRE 3/22/14,Polar Desert/Rock/Ice
4814,LAVA,Other
4816,SHEKLUKSHU,Other
4821,STEAMBOAT,Polar Desert/Rock/Ice
4829,NOT QUITE,Polar Desert/Rock/Ice
4835,20223,Secondary Tropical Evergreen Broadleaf Forest
4838,WOODEN TOWER,Open Shrubland
4866,RL352,Polar Desert/Rock/Ice
4868,FY2011-CLAYTON-004,Secondary Tropical Evergreen Broadleaf Forest
4872,2 LAZY 2,Polar Desert/Rock/Ice
4878,STRIKE,C3 Grassland/Steppe
4880,RL164,Polar Desert/Rock/Ice
4881,KEITH,Secondary Tropical Evergreen Broadleaf Forest
4903,CANYON,Polar Desert/Rock/Ice
4904,KEMMER,Polar Desert/Rock/Ice
4906,CAMP,Polar Desert/Rock/Ice
4916,HOTTLE FIRE,Secondary Tropical Evergreen Broadleaf Forest
4924,QUAKY HAVENS,Other
4925,MURDICK FIRE,Other
4929,ROONEY HOLLOW,Other
4930,COSTILLO,Secondary Tropical Evergreen Broadleaf Forest
4934,LITTLE BEAVER,Secondary Tropical Evergreen Broadleaf Forest
4939,"HWY 99 / CR 27, AL",Secondary Tropical Evergreen Broadleaf Forest
4941,STATEHOUSE JR.,Secondary Tropical Evergreen Broadleaf Forest
4942,FY2012-MCDUFFIE-029,Secondary Tropical Evergreen Broadleaf Forest
4945,FY2002-POLK-063,Secondary Tropical Evergreen Broadleaf Forest
4946,BAKERSFIELD,Open Shrubland
4948,FY2011-WHEELER-066,Open Shrubland
4949,DEERHORN,Polar Desert/Rock/Ice
4952,FY2002-BARTOW-049,Secondary Tropical Evergreen Broadleaf Forest
4955,DOG TOWN 1,Other
4960,FY2012-BEN HILL-032,Open Shrubland
4964,SAWMILL,Polar Desert/Rock/Ice
4965,GOOSE 2,Open Shrubland
4967,JOHNSON,Polar Desert/Rock/Ice
4973,LOST PRAIRIE NORTH,Polar Desert/Rock/Ice
4977,DAM,Secondary Tropical Evergreen Broadleaf Forest
4980,RAMER SELMER RD,Polar Desert/Rock/Ice
4986,ABRAMS VIEWS,Polar Desert/Rock/Ice
4988,HOEFER FIRE,Polar Desert/Rock/Ice
4990,COPPER,Open Shrubland
4992,UNITY,Secondary Tropical Evergreen Broadleaf Forest
5007,FATHERS DAY,Temperate Evergreen Needleleaf Forest TmpENF
5013,FY2002-FLOYD-016,Secondary Tropical Evergreen Broadleaf Forest
5015,LIMEKILN,Polar Desert/Rock/Ice
5026,JONES RD. 1,C3 Grassland/Steppe
5030,OREGON,Other
5034,SOUTH TRAIL II,Polar Desert/Rock/Ice
5040,POST MOUNTAIN,Secondary Tropical Evergreen Broadleaf Forest
5041,"OLD STAGE RD., AL",Open Shrubland
5044,NORTH ROCK CREEK,Polar Desert/Rock/Ice
5052,FY2013-LANIER-009,Open Shrubland
5070,TIGER CREEK,Open Shrubland
5075,30499,Other
5083,7069,Open Shrubland
5095,SALVAGE,Open Shrubland
5102,R3,Polar Desert/Rock/Ice
5113,SPARL PLUG,Polar Desert/Rock/Ice
5119,GONZALES,Secondary Tropical Evergreen Broadleaf Forest
5138,BECKY,Other
5140,AIRPORT,Polar Desert/Rock/Ice
5144,FY2014-RICHMOND-007,Secondary Tropical Evergreen Broadleaf Forest
5158,9.32014E+12,Secondary Tropical Evergreen Broadleaf Forest
5164,EAST,Desert
5167,AXON ROAD,Other
5174,LAIDLOW,Polar Desert/Rock/Ice
5178,FY2011-GLYNN-028,Open Shrubland
5190,RL522,Polar Desert/Rock/Ice
5192,MILEPOST 7,Open Shrubland
5196,ALDERS,Secondary Tropical Evergreen Broadleaf Forest
5213,103,Polar Desert/Rock/Ice
5218,PRESTON,Polar Desert/Rock/Ice
5221,FY2012-PEACH-016,Open Shrubland
5231,FATHER'S DAY 03,Open Shrubland
5236,EAST POINT,Polar Desert/Rock/Ice
5245,FY2001-TAYLOR-006,Open Shrubland
5247,STATE,Open Shrubland
5258,OAK 38,Desert
5259,LENNY,C3 Grassland/Steppe
5264,FY2003-POLK-016,Secondary Tropical Evergreen Broadleaf Forest
5269,BOWL CREEK,C3 Grassland/Steppe
5284,ISHKOTEN,Other
5287,FISH LAKE,Polar Desert/Rock/Ice
5290,FY2014-LONG-003,Open Shrubland
5294,1290,Open Shrubland
5303,CHARLES,Secondary Tropical Evergreen Broadleaf Forest
5306,FY2001-MUSCOGEE-003,Open Shrubland
5311,MAUI,Secondary Tropical Evergreen Broadleaf Forest
5312,GREENER PASTURE  (06),Open Shrubland
5319,FY2002-DECATUR-058,Open Shrubland
5324,FY2011-LONG-080,Open Shrubland
5325,GOODE1,Other
5330,FY2001-BLECKLEY-048,Open Shrubland
5332,101-4,Polar Desert/Rock/Ice
5351,SHILOH RD,Polar Desert/Rock/Ice
5359,OUTDOORSMAN FIRE,Other
5361,958,Polar Desert/Rock/Ice
5364,UTAH HILL,Other
5370,HENDERSON - 120,Open Shrubland
5371,SONOMA,Polar Desert/Rock/Ice
5377,9290-SOUTH,Other
5380,CADDO,Secondary Tropical Evergreen Broadleaf Forest
5383,MARCELL,Polar Desert/Rock/Ice
5389,FY2002-EARLY-051,Open Shrubland
5390,STATE,Secondary Tropical Evergreen Broadleaf Forest
5399,FILLY,C3 Grassland/Steppe
5408,BORDER PNF 04-02,Secondary Tropical Evergreen Broadleaf Forest
5409,TONEY BUTTE,Polar Desert/Rock/Ice
5410,BATTLE,Polar Desert/Rock/Ice
5411,1.61202E+13,Secondary Tropical Evergreen Broadleaf Forest
5412,TIPTON,Polar Desert/Rock/Ice
5416,"31197 HWY 431, AL",Secondary Tropical Evergreen Broadleaf Forest
5419,HOG RUN,Other
5430,LONGROCK,Polar Desert/Rock/Ice
5434,GOOSE LAKE SUBSTATIO,Polar Desert/Rock/Ice
5437,TOPAUM,Polar Desert/Rock/Ice
5443,REVEL,Polar Desert/Rock/Ice
5445,UNKNOWN,Other
5455,EMIGRATION I,C3 Grassland/Steppe
5467,192ND ROAD (61),Open Shrubland
5474,6,Other
5483,LAKE POINT RD (32),Open Shrubland
5484,FIRST CANYON,Other
5487,EMPTY,Polar Desert/Rock/Ice
5489,S.HUBBUTTE,C3 Grassland/Steppe
5501,STABLE,Other
5512,POWERLINE ROW,Desert
5514,MM-162,Desert
5525,WILDHORSE #2,Secondary Tropical Evergreen Broadleaf Forest
5527,18,Other
5536,ELLIS,Open Shrubland
5544,BLUE RIDGE,Polar Desert/Rock/Ice
5551,LINDEN - 634,Open Shrubland
5553,FY2011-CANDLER-057,Open Shrubland
5555,FY2011-WORTH-055,Open Shrubland
5560,SE 16 AVE(01),Open Shrubland
5571,RL268,Polar Desert/Rock/Ice
5573,EASTLAND RD 8646,Polar Desert/Rock/Ice
5576,RL 024,Polar Desert/Rock/Ice
5593,14 TWO,Other
5597,CUTTER,Secondary Tropical Evergreen Broadleaf Forest
5598,CIPV MILL,Polar Desert/Rock/Ice
5603,KEINTZ,Polar Desert/Rock/Ice
5604,162ND ROAD (61),Open Shrubland
5608,ROSE #5,Polar Desert/Rock/Ice
5610,COALDALE,Other
5611,NOON,Polar Desert/Rock/Ice
5617,ROSEBUD/CUSTER COMPLEX,Polar Desert/Rock/Ice
5618,FY2011-IRWIN-052,Open Shrubland
5634,CREEDS CROSSING,Other
5636,1.41202E+13,Secondary Tropical Evergreen Broadleaf Forest
5645,YOCUM,Polar Desert/Rock/Ice
5660,TWIN BUTTE,C3 Grassland/Steppe
5675,LIVINGSTON - 227,Open Shrubland
5678,POWERLINE,Polar Desert/Rock/Ice
5680,ROUTE 340 BY-PASS,Other
5682,ZOAR RIDGE,Other
5686,BLUE SPRIN,Secondary Tropical Evergreen Broadleaf Forest
5692,HEART BREAK (O6),Open Shrubland
5697,STERLING,Secondary Tropical Evergreen Broadleaf Forest
5702,RATTLESNAKE,Open Shrubland
5708,CUMBERLAND,Polar Desert/Rock/Ice
5711,BEAR CREEK PNF,Other
5713,IX,Polar Desert/Rock/Ice
5721,TRUEMAN #3,Other
5732,CAMAS CRK,C3 Grassland/Steppe
5738,GOLD BRICK FIRE,Open Shrubland
5748,FY2014-EMANUEL-010,Open Shrubland
5752,BLACK,Other
5755,POPLAR FLATS FIRE,Other
5758,SCHOOL,C3 Grassland/Steppe
5763,EASTER,Polar Desert/Rock/Ice
5764,ROUNGBOTTOM,Other
5768,SOUTH SUMMIT,Polar Desert/Rock/Ice
5769,BUCK LN,C3 Grassland/Steppe
5770,30314,Other
5773,930,Other
5781,FY2011-WILKINSON-017,Open Shrubland
5792,ENAS,Secondary Tropical Evergreen Broadleaf Forest
5799,CORRAL,Polar Desert/Rock/Ice
5819,FY2002-BRANTLEY-036,Open Shrubland
5820,ALTAPASS,Polar Desert/Rock/Ice
5826,FY2002-CLAY-007,Open Shrubland
5827,CHEVRON,Polar Desert/Rock/Ice
5828,SANTAN,Secondary Tropical Evergreen Broadleaf Forest
5831,TH1706,Polar Desert/Rock/Ice
5832,FRITZ SPUR,Temperate Evergreen Needleleaf Forest TmpENF
5851,1.41201E+13,Secondary Tropical Evergreen Broadleaf Forest
5859,POLE FIRE,Open Shrubland
5860,FY2012-TROUP-005,Secondary Tropical Evergreen Broadleaf Forest
5866,GRINDER,Temperate Evergreen Needleleaf Forest TmpENF
5871,HORSESHOE,C3 Grassland/Steppe
5875,FOUR TRACK,C3 Grassland/Steppe
5881,FAWN TRAIL,Polar Desert/Rock/Ice
5882,FY2001-LUMPKIN-030,Secondary Tropical Evergreen Broadleaf Forest
5890,FIRST,Other
5893,FY2014-COLUMBIA-006,Secondary Tropical Evergreen Broadleaf Forest
5915,FY2002-MILLER-037,Open Shrubland
5920,SYCAMORE,Polar Desert/Rock/Ice
5923,BOHANNON,C3 Grassland/Steppe
5925,WHITE,Secondary Tropical Evergreen Broadleaf Forest
5928,LAKE ROAD,Open Shrubland
5931,201536,Other
5940,WARP,Desert
5945,FIRST AVENUE (11),Open Shrubland
5949,WW SOUTH,C3 Grassland/Steppe
5953,OTA 23,C3 Grassland/Steppe
5956,CASWELL,Polar Desert/Rock/Ice
5961,CLA20330809,Secondary Tropical Evergreen Broadleaf Forest
5966,KRAMER,Polar Desert/Rock/Ice
5971,ANGUS,Polar Desert/Rock/Ice
5976,WATTS,Open Shrubland
5977,COYOTE 1,Polar Desert/Rock/Ice
5978,BIG CREEK WF,Other
5980,SALT CREEK MARSH,Other
5991,ROAD 10 HALF,Polar Desert/Rock/Ice
