,fire_name,fire_size,stat_cause_descr,latitude,longitude,state,discovery_month,putout_time,year
292,MS2003,30.0,Debris Burning,47.9722,-98.8726,ND,May,0,1996
293,BIRTHDAY (38),7.0,Lightning,29.3822,-82.7936,FL,Aug,0,2011
294,AIRPORT,20.0,Equipment Use,34.6264,-95.318,OK,Jul,0,2014
295,LA PLATA 3,2.0,Lightning,36.8728,-108.1854,NM,Jul,0,1996
296,SLICK CREEK 8,2.7,Miscellaneous,43.99672,-107.87236,WY,Jun,0,2012
297,HORSE STABLE,1.0,Miscellaneous,36.3425,-96.8003,OK,Aug,1 days 00:00:00.000000000,2006
298,SOME KUDZU,1.5,Arson,36.86805556,-84.4025,KY,Mar,3 days 00:00:00.000000000,1999
299,RL489,3.0,Debris Burning,47.8797,-94.8908,MN,Apr,0,2003
300,8017,1.0,Debris Burning,30.84941667,-94.75041667,TX,Mar,0,2013
301,FLEMING,5.6,Equipment Use,38.7025,-120.5541667,CA,Jun,0,2012
302,WHEAT,3.5,Arson,33.4735,-111.8174,AZ,Jun,0,2008
303,STATE,2.0,Miscellaneous,33.706481,-117.2667,CA,May,0,1998
304,RT 10 NEAR SAND CREEK,0.8,Debris Burning,38.02980904,-82.12238461,WV,Jun,0,2005
305,LIVESTOCK YARD,1.0,Missing/Undefined,46.94317,-114.13546,MT,Jul,1 days 00:00:00.000000000,1994
306,FITZHUGH WILLIAMS LN,60.0,Debris Burning,34.30333333,-78.32166667,NC,Apr,0,2012
307,VALLEY CRK 184,1.3,Miscellaneous,47.161,-114.2815,MT,Oct,3 days 00:00:00.000000000,2012
308,OWL SPRINGS 1,1.0,Arson,36.107690000000005,-108.85778,NM,May,1 days 00:00:00.000000000,2012
309,HAWK CREEK,75.0,Lightning,46.2739,-108.1459,MT,Aug,0,1998
310,RADIO RANGE,3.0,Equipment Use,34.83888889,-76.80666667,NC,Feb,0,2013
311,HONDAH,1.5,Equipment Use,34.0945,-109.9229,AZ,Aug,0,2002
312,LIVINGSTON - 52,1.0,Arson,30.79303333,-93.71521667,TX,Feb,0,2011
313,PETERSONII,20.0,Miscellaneous,45.6833,-101.1338,SD,Oct,1 days 00:00:00.000000000,1995
314,H. GROUND,3.0,Arson,33.3501,-110.434,AZ,Aug,0,1993
315,RIDGE,2.5,Lightning,36.47333333,-106.245,NM,Aug,0,1995
316,MOSQUITO CREEK,115.0,Lightning,38.80916667,-116.68194440000002,NV,May,1 days 00:00:00.000000000,2004
317,11-00098,1.0,Miscellaneous,44.076,-107.924611,WY,Jun,0,2011
318,"9769 HWY 159, AL",5.0,Debris Burning,33.5995656,-87.87323,AL,May,0,2011
319,HOLIDAY,1.4,Missing/Undefined,40.696883,-122.151983,CA,Jul,0,2013
320,FY2013-DECATUR-006,1.21,Debris Burning,30.91525278,-84.53261667,GA,Nov,0,2012
321,GOOD FRIDAY,9.0,Campfire,48.4903,-108.7985,MT,Mar,0,2008
322,PENNER POND 21,62.0,Lightning,29.48277778,-81.80916667,FL,Aug,2 days 00:00:00.000000000,2014
323,RL636,1.0,Miscellaneous,47.873000000000005,-95.0431,MN,May,0,2002
324,SAPLIN HEAD,23.0,Campfire,30.19416667,-84.81638889,FL,Feb,0,2013
325,WEBB ROAD,94.0,Arson,37.95896804,-82.46998378,WV,Feb,1 days 00:00:00.000000000,1992
326,GREEN PASTURES FIRE,1.0,Debris Burning,36.1975,-78.18826667,NC,Feb,0,2012
327,GARDEN BURNER,8.9,Arson,36.8961,-94.7139,OK,Mar,0,2008
328,HOURGLASS,1221.0,Lightning,40.05,-105.05,CO,Jul,6 days 00:00:00.000000000,1994
329,LIME KILN #1,15.0,Lightning,42.28833333,-112.3533333,ID,Aug,0,1996
330,MELTON 1,3073.0,Lightning,47.4289,-114.3914,MT,Aug,31 days 00:00:00.000000000,2015
331,30463,15.0,Arson,35.87686666,-94.55785001,OK,Sep,0,2011
332,JOSHUA,8.25,Lightning,32.85722222,-108.8655556,NM,Jun,8 days 00:00:00.000000000,2007
333,15-0156,2.0,Equipment Use,38.78,-99.56,KS,Sep,0,2015
334,FY2012-DOOLY-025,6.78,Railroad,32.12529791,-83.78150273,GA,May,0,2012
335,JOHN STARR,14.3,Lightning,40.5375,-110.1622,UT,Aug,3 days 00:00:00.000000000,2012
336,17-PILGRIM TRAIL FIRE-0309,4.0,Structure,30.7819,-87.4196,FL,Feb,0,2011
337,C-1 WASH,1.0,Lightning,34.1184,-110.4423,AZ,Jul,1 days 00:00:00.000000000,1996
338,LAWN MOWER MAN,0.8,Miscellaneous,35.69616666,-80.07783333,NC,Nov,0,2010
339,FIRE BALL,12.0,Equipment Use,31.165,-89.14,MS,Feb,1 days 00:00:00.000000000,1996
340,LEWIN,120.0,Equipment Use,33.77845,-117.459261,CA,Aug,0,1998
341,BIG HLW 2,2.0,Miscellaneous,34.58149,-88.24894,MS,Jul,0,1993
342,MERRIWEATHER,560.0,Miscellaneous,30.43527778,-103.7019444,TX,Dec,1 days 00:00:00.000000000,2009
343,BANKS,3.5,Children,47.38306,-95.49222,MN,Apr,0,2010
344,A. J. LANE,3.0,Debris Burning,34.13116667,-78.85683333,NC,Jul,0,2013
345,FY2011-CALHOUN-034,1.06,Debris Burning,31.45949288,-84.51523117,GA,May,0,2011
346,HEISLER RD (32),5.0,Debris Burning,30.925,-85.5009,FL,Jan,0,2014
347,OTA 11,4.0,Lightning,43.26661,-116.12597,ID,Aug,0,1994
348,ASH,30.0,Equipment Use,39.175,-119.83,NV,Oct,0,1995
349,RUUD,4.0,Debris Burning,35.01218333,-84.25651666,NC,Apr,0,2014
350,LESLIE,2.0,Miscellaneous,39.825,-120.375,CA,Aug,0,1992
351,KING RUN ROAD,3.0,Arson,38.85449901,-79.83531315,WV,Apr,0,1998
352,DEAD CALF,2.0,Arson,35.8506,-85.173683,TN,Mar,0,2013
353,STONE HOUSE RD.,3.0,Powerline,37.99803165,-80.8932798,WV,Apr,0,2003
354,WALATOWA,1.0,Arson,35.64444,-106.72669,NM,Jun,1 days 00:00:00.000000000,2010
355,CAP1,250.0,Lightning,33.4001,-103.7172,NM,Apr,0,1994
356,MULE PASS,122.0,Missing/Undefined,31.5,-110.0,AZ,May,3 days 00:00:00.000000000,2009
357,WINNIE DAM #1,1.03,Arson,47.35444444,-94.17194444,MN,Apr,0,2005
358,SECTION 30,40.0,Miscellaneous,35.0833,-114.6175,AZ,May,1 days 00:00:00.000000000,1993
359,ANDERSONBR,1.5,Lightning,47.55,-109.5841,MT,Jun,0,1994
360,FY2014-MACON-010,1.89,Debris Burning,32.35810278,-84.20607778,GA,Mar,0,2014
361,NORTH BEAVER CREEK,2.0,Lightning,39.06333333,-104.9327778,CO,Jun,1 days 00:00:00.000000000,2004
362,"27301 CORD 32, AL",2.8,Miscellaneous,31.3509515,-85.33582320000001,AL,Mar,0,2011
363,B FIREHOLE,1.0,Lightning,41.338,-109.3985,WY,Aug,0,1997
364,BOLGER FIRE,5.0,Debris Burning,35.2078,-87.971067,TN,Mar,0,2014
365,008-032,1.0,Miscellaneous,41.248333,-89.238056,IL,Mar,0,2008
366,TH1815,200.0,Arson,47.9875,-99.0296,ND,Oct,1 days 00:00:00.000000000,1999
367,FY2015-EARLY-015,15.0,Debris Burning,31.26656944,-84.876375,GA,Mar,0,2015
368,FY2012-MERIWETHER-006,0.66,Debris Burning,32.91407029,-84.56089574,GA,Aug,0,2011
369,NOT READY,1.5,Debris Burning,26.2275,-98.35555556,TX,Jun,1 days 00:00:00.000000000,2004
370,LINDEN - 235,15.0,Lightning,32.89211667,-94.68493333,TX,Jun,0,2011
371,CAN,1.2,Railroad,41.61869,-87.18137,IN,Sep,0,1995
372,RT301EAST,4.0,Children,35.0856,-108.7867,NM,Jul,0,1997
373,BUTTERMILK,150.0,Lightning,41.7,-117.48333329999998,NV,Jul,1 days 00:00:00.000000000,1994
374,"1724 ROBERTSMILL POND RD, AL",3.0,Debris Burning,33.587684499999995,-86.3352112,AL,Mar,0,2011
375,MHM SE 36,10.0,Lightning,63.6828,-151.0856,AK,Jun,92 days 00:00:00.000000000,1993
376,JACK KNIFE II,1.2,Lightning,44.73,-101.8288,SD,Aug,0,2006
377,JEFFERSON,10.0,Arson,41.995131,-122.603839,CA,Oct,2 days 00:00:00.000000000,2003
378,PAPOOSE,19520.0,Lightning,45.27,-114.805,ID,Aug,91 days 00:00:00.000000000,2007
379,WESTWATER 1,90.0,Lightning,39.0636,-109.1575,UT,Jul,3 days 00:00:00.000000000,2009
380,DEER VALLEY FIRE,1.5,Miscellaneous,36.559666,-81.31263299999999,NC,Feb,0,2015
381,RL212,1.0,Miscellaneous,48.0613,-94.9967,MN,Apr,0,2002
382,35 E,5.63,Debris Burning,31.67583333,-92.85027778,LA,Feb,0,2015
383,EUCALYPTUS 2 (26),1.0,Lightning,26.5983,-81.37899999999999,FL,Jul,0,2015
384,WATER TOWER,2.0,Arson,34.65,-94.705,OK,Mar,0,1995
385,NESP DUMP,4.0,Miscellaneous,48.1375,-119.0061,WA,Jul,0,2005
386,STEAMHOLLO,4.0,Miscellaneous,38.507090000000005,-78.56877,VA,Apr,2 days 00:00:00.000000000,1996
387,HARMON II,170.0,Debris Burning,36.90167,-84.94834,KY,Nov,0,2011
388,DITCH,4.0,Miscellaneous,33.1173,-111.9179,AZ,Aug,0,1994
389,17 - HWY 90 FIRE,10.0,Debris Burning,30.5347,-87.4156,FL,Feb,0,2011
390,LOST 2,792.0,Debris Burning,36.4347,-96.0783,OK,Apr,1 days 00:00:00.000000000,2008
391,30445,7.0,Debris Burning,35.61921666,-94.79961669,OK,Aug,0,2011
392,(OK) LARSONS (746),22.5,Miscellaneous,27.2492,-80.74600000000001,FL,Dec,0,2010
393,RED HOUSE 2,110.3,Lightning,41.1567,-116.0739,NV,Jul,12 days 00:00:00.000000000,2007
394,15-BLUE DUCK FIRE SET 2-0121,12.0,Arson,29.6254,-83.2385,FL,Mar,0,2011
395,FY2015-RANDOLPH-009,2.43,Debris Burning,31.6625,-84.77501944,GA,Jan,0,2015
396,MS2208,4.0,Arson,47.975,-98.8296,ND,Apr,0,1998
397,UPO,1.0,Miscellaneous,43.3311,-102.1958,SD,Nov,0,2011
398,RED LAKE 069,0.8,Arson,47.8692,-95.1805,MN,Mar,0,2012
399,FY2003-BARTOW-006,3.0,Arson,34.31863882,-84.89151561,GA,Aug,0,2002
400,8TH HOLE,1766.0,Miscellaneous,39.5519,-119.6652,NV,Jun,2 days 00:00:00.000000000,2000
401,SNIDER,1.0,Debris Burning,47.60666667,-115.22,MT,Mar,0,1995
402,FRANKS RD FIRE,16.0,Lightning,32.091359999999995,-96.95972,TX,Oct,0,2011
403,SQUIRREL,0.8,Lightning,33.78555556,-108.70166670000002,NM,Jun,1 days 00:00:00.000000000,1999
404,FOWLER CREEK,2.0,Debris Burning,47.17398,-121.05123,WA,May,10 days 00:00:00.000000000,2008
405,DENNY,3.0,Debris Burning,35.9667,-110.584,AZ,Mar,0,1996
406,FY2002-BULLOCH-137,0.98,Arson,32.3893,-81.58800000000001,GA,May,0,2002
407,FAIRVIEW,6.0,Equipment Use,33.716111100000006,-116.871111,CA,May,0,2010
408,TOWNHALL,0.6,Miscellaneous,43.68,-85.81,MI,Apr,0,2013
409,BARNES FIRE,2.0,Debris Burning,37.83625,-85.54896,KY,Mar,0,2011
410,7055,6.0,Lightning,31.70405,-95.31631667,TX,Jul,0,2013
411,ALCHESAY,1.9,Lightning,33.93,-109.9207,AZ,Aug,0,1996
412,RIVERA,5.0,Equipment Use,35.7619444,-106.598333,NM,May,11 days 00:00:00.000000000,2010
413,TUTON,1.0,Lightning,33.0123,-105.428,NM,Jul,0,2002
414,WOHLFORD 3,3.0,Missing/Undefined,33.178331,-116.97159,CA,Jul,0,2009
415,17CALIBER,1.0,Equipment Use,46.6711,-92.5881,MN,Apr,0,2012
416,1191,4.0,Debris Burning,37.6,-97.52,KS,Feb,0,2015
417,JENKINS FORK #2,6.0,Arson,38.09469758,-81.18977161,WV,Apr,0,2013
418,R7,1.0,Children,47.8666,-95.1336,MN,Mar,0,1995
419,2NDCHANCE,130.0,Debris Burning,45.2155,-107.6201,MT,Oct,0,2003
420,FY2013-PIERCE-004,1.1,Debris Burning,31.46638889,-82.23573056,GA,Jan,0,2013
421,FY2012-BULLOCH-044,15.04,Debris Burning,32.32505456,-81.89207404,GA,Feb,0,2012
422,30157,5.0,Debris Burning,35.57558333,-94.92695001,OK,Mar,0,2011
423,HOTSPRINGS,2.0,Debris Burning,43.0083,-108.8354,WY,Apr,0,1996
424,SCHOLHOUSE,47.0,Debris Burning,33.1667,-116.6342,CA,Jan,1 days 00:00:00.000000000,1992
425,CENTURY,1.0,Miscellaneous,34.29972222,-118.27,CA,Oct,0,2008
426,TOAD,1390.0,Lightning,37.70666667,-111.8302778,UT,Aug,63 days 00:00:00.000000000,2007
427,JIM CREEK,2.7,Debris Burning,48.35331,-119.20617,WA,Feb,0,2015
428,FIVE STAR,153.0,Missing/Undefined,38.385,-93.666667,MO,Mar,0,2012
429,HENDERSON - 068,1.0,Debris Burning,32.26045515,-94.21443691,TX,Feb,0,2009
430,LMU LGT 56,2.0,Lightning,40.95655,-120.92275,CA,Aug,0,1999
431,SUNDANCE,10.0,Lightning,37.1983,-108.7307,CO,Jun,0,2001
432,GARCIA 2,2.0,Arson,39.49388889,-123.0936111,CA,Sep,6 days 00:00:00.000000000,1998
433,SHELL,1.0,Lightning,33.585,-109.4733333,AZ,Jul,2 days 00:00:00.000000000,1998
434,W.PRYORS,5.0,Lightning,45.3166,-108.584,MT,Jul,2 days 00:00:00.000000000,1996
435,LOVE CEM. RD.,2.0,Miscellaneous,37.3532486,-88.16657257,KY,Nov,0,2013
436,4.72014E+12,1.0,Railroad,30.5069631,-88.95722031,MS,Jul,0,2014
437,BALL HILL,15.0,Debris Burning,37.56805556,-91.37972222,MO,Mar,0,2007
438,CR 392 (07),2.0,Miscellaneous,30.2696,-85.1999,FL,Mar,0,2012
439,RL036,3.0,Arson,48.1225,-95.5536,MN,Apr,0,2008
440,KENTON,15.0,Arson,33.3167,-110.4342,AZ,May,2 days 00:00:00.000000000,2005
441,HAZ HOGS,1.0,Debris Burning,43.2089,-102.7844,SD,Feb,0,2012
442,BLACK CREEK,2.0,Campfire,33.34583333,-97.59583333,TX,Mar,1 days 00:00:00.000000000,2005
443,HORSESHOE LAKE,2.6,Miscellaneous,48.1113,-114.6507,MT,Sep,0,2009
444,AIRPORT 1,4.0,Arson,41.0481,-123.6728,CA,Jul,0,2014
445,THIRTY,1.0,Miscellaneous,36.373483,-88.85985,TN,Jun,0,2011
446,TWO FINGER,27.0,Arson,36.72,-84.34166667,KY,Mar,0,1995
447,PARKER CANYON,1.0,Campfire,31.42833333,-110.4505556,AZ,May,0,2007
448,20126,40.0,Arson,34.7875,-95.83444444,OK,Jul,0,2012
449,05-02-NOV/MORRIS FIRE-1807,1.5,Debris Burning,30.3864,-82.2025,FL,Dec,0,2010
450,HAMPTON 5 (53),30.0,Arson,28.2821,-81.9995,FL,May,0,2013
451,RUBY,2.0,Miscellaneous,38.16083333,-120.2441667,CA,Jun,1 days 00:00:00.000000000,2007
452,CUTTING TORCH FIRE,4.0,Miscellaneous,35.7575,-89.48283,TN,Apr,0,2007
453,SLASH,1.5,Lightning,42.88333333,-122.6833333,OR,Aug,1 days 00:00:00.000000000,2013
454,RL037,1.5,Debris Burning,47.8744,-94.9836,MN,Apr,0,2004
455,PINE WOOD (5),5.0,Arson,27.8586,-80.5224,FL,Oct,0,2010
456,RL 337,1.5,Arson,47.8806,-94.8939,MN,Apr,0,2015
457,HWY. 157,18.9,Debris Burning,35.03595,-88.91901700000001,TN,Mar,0,2010
458,EL MIRAGE,20.0,Miscellaneous,34.6922,-117.5356,CA,Aug,0,2005
459,FFS 136/ 184 WF,4.3,Missing/Undefined,25.987958,-80.492903,FL,Mar,0,2015
460,LAWN CHAIR,2.0,Missing/Undefined,35.83265,-78.59518333,NC,Feb,0,2011
461,NO ACCESS,2.5,Miscellaneous,33.3417,-112.2124,AZ,May,0,2000
462,CEDAR CANYON,120.0,Debris Burning,36.5972,-96.3836,OK,Mar,0,2007
463,SPAR PEAK,3.0,Lightning,48.22333333,-115.9883333,MT,Jul,0,1994
464,COUNTY LINE,2.5,Lightning,34.5,-104.066667,NM,Jul,0,2011
465,NORTHCINDR,64.0,Lightning,43.23469,-115.95306,ID,Jul,1 days 00:00:00.000000000,2000
466,TREE,1.0,Arson,45.6916,-107.5312,MT,Mar,0,1999
467,CALPAC4,4.0,Arson,41.0332,-123.6512,CA,Jul,0,1999
468,415 POWERLINES (64),4.0,Lightning,28.9279,-81.1449,FL,Jul,0,2015
469,LOUISIANA MAN,2.0,Arson,31.03416667,-89.03361111,MS,Nov,3 days 00:00:00.000000000,1999
470,FY2000-GORDON-066,4.86,Arson,34.4644,-84.9869,GA,Mar,0,2000
471,ORGAN,13804.0,Lightning,32.2834,-107.1672,NM,Jun,18 days 00:00:00.000000000,1994
472,POTTER 2,5.0,Lightning,35.5603,-101.7264,TX,Jul,0,1997
473,WHITE,5.0,Debris Burning,45.5386,-97.0623,SD,Apr,0,2001
474,IRON HAWK,2.0,Arson,46.3886,-100.5875,ND,Mar,0,2008
475,COOPERS CR.,5.0,Debris Burning,35.46692,-83.38553,NC,May,1 days 00:00:00.000000000,2008
476,25 MILE II,2096.0,Miscellaneous,48.0072,-120.2425,WA,Jul,118 days 00:00:00.000000000,2013
477,RND BALE 2,1.0,Miscellaneous,48.1103,-105.2097,MT,Aug,0,1995
478,(MA) ROSEMARY ONE (433),40.0,Lightning,27.1714,-80.3775,FL,Jul,0,2010
479,NE 30136,4.0,Arson,35.7083,-94.6808,OK,Mar,0,2010
480,7059,30.0,Debris Burning,31.23718333,-95.52326667,TX,Nov,0,2014
481,COOPER CREEK,2.0,Campfire,44.14166667,-86.39166667,MI,Sep,0,1996
482,VAN10310565,3.0,Equipment Use,35.7055,-92.5757,AR,Mar,0,2014
483,ARMIGO,1.5,Lightning,34.06833333,-108.5841667,NM,Aug,2 days 00:00:00.000000000,2000
484,WNA 19,60.0,Lightning,39.8417,-119.4422,NV,Sep,0,2011
485,77TH RD(61),1.0,Debris Burning,30.0086,-82.9029,FL,Jan,0,2012
486,LINDEN - 6147,1.0,Arson,32.84175,-94.92268333,TX,Jul,0,2012
487,FLARE,2.0,Arson,40.584779,-73.884935,NY,Feb,0,1993
488,MOSS SPRINGS,2.5,Lightning,45.29222222,-117.7013889,OR,Jul,4 days 00:00:00.000000000,2006
489,POWERLINES,57.7,Powerline,42.8692,-113.7228,ID,Jul,4 days 00:00:00.000000000,2005
490,INVERNESS (26),2.5,Arson,26.7213,-81.2184,FL,Oct,0,2013
491,REFUSED FIRE,1.0,Debris Burning,35.42,-106.4519,NM,Mar,0,2008
492,PRIVATE FARM RD,16.0,Debris Burning,38.78046069,-82.14759424,WV,Jul,1 days 00:00:00.000000000,1999
493,STILES COMPLEX,67008.0,Missing/Undefined,32.835556,-103.437778,NM,Mar,2 days 00:00:00.000000000,2008
494,FY2000-MILLER-047,0.65,Debris Burning,31.1903,-84.5752,GA,Feb,0,2000
495,LONG BRANCH,225.0,Miscellaneous,31.41666667,-88.86666667,MS,Apr,0,1996
496,FY2001-DECATUR-053,1.85,Smoking,30.9161,-84.6333,GA,Feb,0,2001
497,FY2002-FLOYD-044,18.17,Arson,34.1216,-85.1902,GA,Nov,0,2001
498,CACHE,2.0,Lightning,41.0962,-109.213797,WY,Sep,4 days 00:00:00.000000000,2007
499,MOSS BUFF 18,2.5,Debris Burning,29.09666667,-81.84833333,FL,Feb,0,2000
500,BUNYARD,1.5,Arson,41.7031,-120.2078,CA,Oct,1 days 00:00:00.000000000,2009
501,MOSELEY MOUNTAIN FIRE,6.0,Fireworks,36.15235,-81.64301666,NC,May,0,2014
502,JOHN DEERE,1.0,Lightning,45.5442,-104.0653,MT,Aug,0,2005
503,MACK LAKE,7.0,Arson,30.08833333,-84.62666667,FL,May,0,1998
504,EJ RANCH,60.0,Lightning,32.9117,-105.0403,NM,Jul,2 days 00:00:00.000000000,2011
505,S5WEST BOUINK MTN,10.0,Arson,36.4976,-84.0349,TN,Nov,0,2009
506,OAK II,5.0,Arson,39.45583333,-122.9402778,CA,Oct,0,1996
507,TALLULAH RIVER #3,39.0,Arson,34.93166667,-83.54861111,GA,Mar,2 days 00:00:00.000000000,2007
508,CARIBOU,35.0,Children,46.88333474,-67.93333373,ME,May,0,1993
509,LITTLE SAL,9.0,Lightning,39.3666,-108.584,CO,Aug,2 days 00:00:00.000000000,1994
510,NEVADA.,12.0,Equipment Use,38.95111111,-120.4336111,CA,Jul,0,2003
511,FLATIRON,35.0,Powerline,43.0166,-115.6842,ID,Jun,0,1995
512,LILLIAN,150.0,Arson,35.3186,-95.82,OK,Apr,0,2006
513,ROLLOVER CREEK,1.0,Missing/Undefined,35.13733333,-77.21416667,NC,Feb,0,2011
514,LONG POND,275.0,Debris Burning,38.38472222,-76.03805556,MD,Feb,0,2008
515,DUNN,3.0,Arson,44.2106,-99.7886,SD,Mar,0,2012
516,DUMP,10.0,Miscellaneous,34.28388889,-118.4,CA,Jan,0,2003
517,OREO LANE,1.0,Debris Burning,41.11917,-75.33166999999999,PA,Apr,0,2012
518,1058,12.0,Miscellaneous,32.51423132,-88.58962174,MS,Oct,0,2015
519,BARE MT,33362.6,Lightning,64.1719,-156.6764,AK,Jun,59 days 00:00:00.000000000,2015
520,FY2002-HOUSTON-037,137.0,Debris Burning,32.4584,-83.5088,GA,Feb,0,2002
521,HUNSINGER,8.0,Lightning,41.13055556,-120.7888889,CA,Jul,1 days 00:00:00.000000000,1999
522,COYOTE,56.0,Arson,35.983867,-118.8871,CA,Jul,0,2010
523,LUCY BROOK,139.0,Miscellaneous,44.07138889,-71.19722222,NH,Nov,1 days 00:00:00.000000000,2004
524,RUNNER,363.0,Equipment Use,45.2397,-100.984,SD,Aug,0,2012
525,OTA 144,0.6,Arson,43.2342,-116.035,ID,Jul,0,2011
526,FY2012-GRADY-023,1.0,Debris Burning,31.05511933,-84.23353313,GA,Mar,0,2012
527,VALDEZ FIRE,0.9,Arson,35.7331,-94.54,OK,Jan,0,2015
528,RIGHT FLAN,2.0,Lightning,36.4634,-105.4647,NM,Aug,0,2000
529,A1302056,35.0,Smoking,42.0372,-96.2847,NE,Apr,0,2002
530,3RD KENNDEY,1.0,Arson,35.080833,-87.230583,TN,Nov,0,2013
531,GREENBRIAR ESTATES  (55),5.6,Arson,30.0444,-81.5845,FL,Apr,0,2012
532,MINE,146.09,Miscellaneous,37.62,-91.10333333,MO,Mar,1 days 00:00:00.000000000,2005
533,ALDRICH BRANCH #2,224.0,Arson,37.30563104,-81.80807305,WV,Nov,1 days 00:00:00.000000000,2012
534,PARKER,1000.0,Lightning,45.46222222,-114.6616667,ID,Jul,93 days 00:00:00.000000000,2000
535,FALKOR,0.75,Lightning,43.16222222,-122.7361111,OR,Aug,1 days 00:00:00.000000000,2014
536,R182,1.0,Children,47.8666,-95.1336,MN,May,0,1996
537,LEWIS,1.0,Equipment Use,34.346789,-116.51735,CA,Jun,0,1998
538,JONES LOOP 485,2.0,Debris Burning,35.369767,-88.983783,TN,Mar,0,2013
539,SCONA LODGE,30.0,Arson,35.5,-84.00833333,TN,Apr,0,1997
540,HASTINGS,5.0,Children,34.17527778,-118.0708333,CA,Jul,0,2008
541,FY2011-COFFEE-066,50.3,Debris Burning,31.57602318,-82.83308319,GA,Mar,0,2011
542,SUMMIT,1.0,Smoking,39.33777778,-122.7461111,CA,Oct,0,1999
543,SAND CREEK,5.0,Miscellaneous,43.35412,-116.24078,ID,Oct,1 days 00:00:00.000000000,2012
544,OLD AIRPORT 3,0.8,Fireworks,48.1156,-105.1758,MT,Jun,0,2012
545,FY2011-CLAY-025,6.4,Lightning,31.56438218,-84.9359075,GA,Jun,0,2011
546,R16,13.0,Debris Burning,47.8666,-95.2003,MN,Mar,0,1995
547,SHIPROCK01,140.0,Children,36.7833,-108.684,NM,Mar,0,2000
548,BEN SPRINGS,1.0,Lightning,35.94444444,-106.7194444,NM,Jun,1 days 00:00:00.000000000,2006
549,SLADE ROAD,2.0,Debris Burning,36.25438333,-79.65645,NC,Nov,0,2013
550,SHOCKEY,1.0,Structure,32.6167,-116.4175,CA,Jul,0,2004
551,RRMP415,3.0,Railroad,43.24667,-115.86529,ID,Aug,0,1992
552,OAK,1.0,Debris Burning,39.162477,-121.204498,CA,Feb,0,2015
553,TP,1.0,Debris Burning,35.817833,-88.374,TN,Jun,0,2007
554,SABAL PALM (11),20.0,Lightning,26.0987,-81.6515,FL,Jul,0,2014
555,10517,446.0,Lightning,34.09183334,-94.71716665,OK,Sep,0,2011
556,KOELLING,8.0,Miscellaneous,34.2814,-96.5242,OK,Jul,0,2006
557,30389,35.0,Arson,36.00046667,-94.75208333,OK,Mar,0,2009
558,9.12014E+12,2.0,Campfire,31.36248939,-89.67220826,MS,Dec,0,2014
559,340 N. OLDENWAY,15.0,Miscellaneous,46.4264,-120.3764,WA,May,0,2007
560,KEE FIRE,2.0,Debris Burning,35.17505,-89.36079000000001,TN,Feb,0,2007
561,KEELING,0.75,Debris Burning,32.298,-109.8729,AZ,May,0,2013
562,HENDERSON - 7111,1.0,Lightning,31.87072222,-95.57558333,TX,Aug,0,2012
563,MACHINE,80.1,Missing/Undefined,64.8086,-147.6517,AK,Apr,0,2015
564,BLUEJAY 97,4.0,Lightning,32.735,-110.0133333,AZ,May,2 days 00:00:00.000000000,1997
565,JOHNSONVILLE SCHOOL ROAD 2,1.0,Debris Burning,35.3032,-79.10258333,NC,Dec,0,2012
566,BACHELOR CREEK,1.0,Lightning,65.5039,-146.0283,AK,May,1 days 00:00:00.000000000,2011
567,WAGON WHEEL,3.0,Arson,31.08333333,-89.01,MS,Apr,1 days 00:00:00.000000000,1996
568,FY2014-OCONEE-001,3.8,Debris Burning,33.74891667,-83.35502778,GA,Nov,0,2013
569,SPLINTER,8.0,Lightning,43.2903,-102.2754,SD,Jul,0,2001
570,AIRPORT,15.2,Arson,33.646283000000004,-116.1289,CA,Jun,0,2013
571,FY2013-RICHMOND-011,4.83,Debris Burning,33.34894722,-82.04959167,GA,Jan,0,2013
572,BALFOUR 2,2.0,Miscellaneous,37.925833,-121.775,CA,Oct,0,2014
573,CRA13818841,2.0,Debris Burning,35.48665,-94.37261,AR,Mar,0,2014
574,FY2002-BULLOCH-125,3.17,Arson,32.3378,-81.5277,GA,Mar,0,2002
575,OR-MAF-2014-14410,1.0,Lightning,44.62361111,-118.4905556,OR,Aug,2 days 00:00:00.000000000,2014
576,COTTONWD#2,3.0,Lightning,42.3499,-111.8841,ID,Jul,0,1996
577,JOHNNY,30.0,Lightning,36.06861111,-106.8847222,NM,Aug,28 days 00:00:00.000000000,2000
578,RL520,3.0,Miscellaneous,47.8761,-95.0178,MN,May,0,2002
579,FY2012-BLECKLEY-008,3.8,Debris Burning,32.470553499999994,-83.34063456,GA,Aug,0,2011
580,ROLLER COASTER,479.0,Debris Burning,35.2078,-96.4908,OK,Feb,3 days 00:00:00.000000000,2008
581,SALT CREEK,4.0,Powerline,43.41228,-106.28533,WY,Sep,0,2011
582,FY2001-MILLER-032,2.71,Debris Burning,31.139,-84.8745,GA,Jan,0,2001
583,TWIN PEAKS,10204.0,Lightning,38.7514,-112.7089,UT,Jul,16 days 00:00:00.000000000,2006
584,TUBE,240.0,Lightning,34.94547,-108.11457,NM,Jul,4 days 00:00:00.000000000,1994
585,FIXICO,40.0,Miscellaneous,34.9208,-96.5903,OK,Oct,0,2005
586,MT. MISERY,0.7,Missing/Undefined,34.28125,-78.04976667,NC,Feb,0,2011
