,fire_name,discovery_month,putout_time,year
33200,FARM HOUSE DRIVE FIRE,Mar,0,2010
33201,BRIGGS Y,Jun,0,2012
33204,05-10-EVERETT FIRE-2011-07-0036,Jan,0,2011
33208,W.51STAVE,May,0,1993
33211,LIVINGSTON - 780,Aug,0,2011
33215,EMERAL LAKE,Mar,0,2000
33219,FY2002-BARROW-015,Jun,0,2002
33227,BARNEY CREEK,Feb,0,1995
33228,FY2011-JOHNSON-101,May,0,2011
33230,CEMETERY,Sep,0,2007
33243,FY2011-BULLOCH-116,May,0,2011
33249,OLIVERIAN,Apr,0,2009
33251,LAKE VIEW,Feb,0,2007
33259,DUSHON,Aug,0,2011
33263,FOUR CORNERS,Feb,0,2009
33269,HOEFFERLE,May,1,2010
33279,2013-08-0317 (42),Nov,0,2013
33280,RUN,Jun,0,1994
33281,RAINBOW,Apr,0,2004
33283,1622,Apr,0,2015
33284,GREENCAMP (54),Sep,13,2013
33286,HONAN,Aug,3,1994
33301,BEAR CREEK,Feb,0,2014
33320,GOESSMAN,Feb,0,2011
33327,MIST,Jan,0,2009
33342,TABLE MTN,Jun,1,1996
33343,MATEO,Jun,1,2000
33346,DOWNS FIRE,Apr,1,2012
33349,LINDEN - 6223,Sep,0,2012
33350,NORTHHORSE,Jun,0,1997
33354,FY2002-JASPER-068,Apr,0,2002
33357,GARDINIA RD (64),Dec,0,2011
33361,QUARRY,Aug,0,2007
33363,BLOCK 122,Sep,3,2009
33365,PAGE,Aug,0,2010
33366,WOODLAND,Sep,0,2014
33376,FY2012-COWETA-013,Mar,0,2012
33378,WATERHOLLW,Sep,1,1995
33382,5.92014E+12,Oct,0,2014
33387,DEVIL,Jul,2,2000
33401,HICKORY,Jun,0,1995
33402,LD2208,Aug,0,1998
33413,FY2011-BERRIEN-049,Feb,0,2011
33434,HOUSE,Mar,0,2000
33436,DEAD DOG,May,0,2014
33442,20066,Feb,0,2011
33460,13 TH STREET,Mar,0,2012
33465,BOOTH LAKE 2004,Apr,0,2004
33471,HWY 45,Mar,0,2013
33474,FY2014-ECHOLS-002,Feb,0,2014
33478,NICOLA,Jun,0,2001
33488,FY2015-WEBSTER-004,Mar,0,2015
33508,BRIDGE,Aug,0,1999
33512,30308,Jul,0,2012
33517,JONES 2,Jul,3,2012
33519,TANK,Jul,0,1995
33522,LIVINGSTON - 1034,Nov,0,2011
33524,FY2013-BALDWIN-015,Dec,0,2012
33532,FY2014-TREUTLEN-019,Jan,0,2014
33535,HALLS RANCH (08),Apr,0,2012
33539,BAHI,May,0,2002
33547,TROUT,Aug,16,2000
33551,FY2000-LONG-020,Jan,0,2000
33552,RAILROAD 2,Jul,0,2011
33559,JOLLER MOUNTAIN FIRE,Apr,0,2015
33560,COOKS CREEK,Mar,0,2009
33566,120791-11043-03162015-1620,Mar,0,2015
33571,BASE POLE,Jun,0,1994
33573,FY2000-BIBB-010,Feb,0,2000
33577,WIDECANYON,Jun,1,1994
33581,JOHN,Apr,0,2003
33582,250FIRE,Jul,1,2011
33592,1610 LIGHTNING,Jul,2,2011
33596,GREEN,Jun,8,2011
33608,BALLARD,Jun,2,2008
33616,RADIO TOWER HILL RD FIRE,Mar,0,2011
33617,DUTTON STORE FIRE,Sep,0,2010
33626,YONTZ'S DEER WOODS,Mar,0,2014
33627,TRI,Jun,1,2005
33635,4D RANCH FIRE,Aug,0,2011
33641,TMCOMPX I,Apr,0,1998
33645,BIRK,Aug,0,2015
33646,M.SHIELDS,Aug,0,2005
33647,061 RED BERRY,Dec,0,2005
33648,HARD TIME,Feb,0,2009
33652,ESTRELLA,Sep,0,1992
33661,IRON 3,Sep,0,2013
33667,KIDD CR,Apr,1,2000
33685,131434-01509-11192015-1907,Nov,0,2015
33688,PATRICKS,Apr,3,2015
33692,ARGO,Jun,12,2002
33696,FENCER,May,0,2012
33698,MUSKEGON 02,Apr,0,2012
33699,TOPOCK MARINA,Aug,0,2004
33706,DOG WOOD STAND,May,0,2011
33710,WELLS,Jul,5,2006
33711,MONTANO,Mar,0,1997
33712,SNEADS COMMAND(32),Mar,0,2012
33715,FY2000-CHARLTON-072,Feb,0,2000
33721,CODY,May,0,2000
33722,SILVER,Aug,1,2011
33723,MCDANIEL ROAD,Feb,0,2011
33724,HORSE,Sep,0,2006
33731,BENT MOUNTAIN ROUND,Oct,0,1996
33735,SLAUGHTERH,Jun,0,2005
33740,PAISANO/MARAVILLAS,Apr,1,2009
33743,ZION CHURCH ROAD,Apr,0,2015
33747,CUTLER,Aug,0,1996
33750,RIDGE,May,0,1993
33752,ELDERCARE,Jul,0,2011
33761,BLACKBIRD LANE,Nov,0,2012
33766,FY2002-MARION-019,Nov,0,2001
33771,WEST PICKET CREEK,Apr,6,2014
33774,AUNGOOP,Jul,0,2013
33775,ALONZO ROAD,Nov,0,2012
33780,UINTA RIVER,Apr,31,2010
33781,LEER MINE #1,Apr,0,2013
33784,GLEN FALLS,Mar,0,1999
33787,PRAIRIE STAR,Jul,0,2011
33793,FAST RUNNER 1,Aug,0,2012
33795,46-S166 FIRE-1096,Nov,0,2010
33796,IGLOO,Nov,1,2012
33799,WHISKEY,Aug,9,2012
33803,FY2014-LOWNDES-011,Feb,0,2014
33808,RED HILL,Jun,1,2009
33815,VIEW,Jun,1,2007
33820,POST 1,Apr,2,2002
33825,CROMWELL,Aug,0,1993
33836,FORTUNE BIN FIRE,Jun,1,2011
33837,GUTIERREZ,Jun,0,2005
33843,ALLEN,Jul,1,2014
33846,RUM CREEK 2 (14),May,0,2012
33854,MILLER CR,Jul,1,2002
33855,ORHONDO,Jul,3,2006
33859,FY2014-CLINCH-008,Apr,0,2014
33867,HUNTINGTON,Aug,1,1992
33868,FY2013-PEACH-002,Jul,0,2012
33877,FY2002-TROUP-046,Apr,0,2002
33891,FY2013-BULLOCH-052,Mar,0,2013
33899,VILLAGE CREEK,Jun,52,2015
33900,FY2015-PULASKI-022,Jun,0,2015
33909,WOLVERINE,Jul,2,2000
33910,CANALFIRE,Apr,0,1993
33911,BUN,Jul,0,2004
33912,LUCK OF THE IRISH,Mar,0,2011
33914,EARLY MORNING,Jan,0,2012
33928,FY2012-TATTNALL-002,Jul,0,2011
33929,HWY 360,Jun,0,2005
33937,CRESTLINE,Aug,0,1996
33943,SAND SPRGS,Jun,0,2002
33949,7.72015E+12,Feb,0,2015
33951,SUN VALLEY RD.,Mar,0,2002
33956,STOTONIC,May,0,1992
33962,PEARBLOSSOM,Aug,0,1995
33964,CHANNAL ROAD(54),Aug,0,2012
33966,5,Feb,0,2015
33967,SOUTH PINE,Jul,1,2000
33971,FY2016-WARREN-001,Aug,0,2015
33977,TYLER,Feb,3,2007
33979,CASTLE,Jul,7,2003
33984,GRANDADDY LONG LEG,Jun,0,2007
33987,WATER 2,Jul,1,2009
33988,SHORES,Apr,1,1998
34006,PLUGHAT,May,0,1996
34012,SKIMPY,Apr,0,2005
34014,CALFCANYON,Sep,1,1995
34020,EMMONS,Jun,0,2006
34022,SILVER HILL FIRE,Feb,0,2011
34023,BENCHLEY FIRE,Mar,0,2011
34024,SWEETHEART,Jul,1,1995
34032,GAP,Jul,2,2010
34037,1.63201E+13,Jan,0,2014
34038,A1303022,Mar,0,2003
34040,FY2012-WILKES-013,Sep,0,2011
34042,JAWBONE COMPLEX,Aug,26,2012
34043,IRRIGATION,Apr,0,2002
34046,WYANDOTTE,Jul,0,2014
34048,ROCKCREEK,Jul,1,2001
34050,DUNCAN,Feb,0,2014
34056,BOUNDARY,Jun,1,2013
34064,FT MEAD2-2,Feb,0,1992
34067,S. MOUNTAIN,Jul,0,2012
34070,UNNAMED FIRE 0522,Jul,0,2000
34072,MINERAL 2,Aug,1,2004
34085,TWIN SPRINGS,Jul,9,2006
34087,FINALLY,Jan,0,2008
34088,JOHNSON ROAD (67),Mar,0,2013
34092,1008 FIRE,Jul,3,2011
34095,MEDINA LAKE,Apr,1,2013
34098,CATCLAW,May,0,1995
34119,BLACK,Jul,0,1995
34120,MEMBERS ONLY 7030,Apr,0,2007
34129,53,Mar,0,2006
34134,LAKESHORE DR  CLEARLAKE_O,Jun,0,2013
34139,25-VANDY EVE FIRE-0438,Dec,0,2010
34140,RANGE,Jun,1,2008
34145,3-2 BEAR,Jul,0,2014
34147,MACHIAS,May,0,1993
34152,FY2011-STEWART-021,Mar,0,2011
34159,MADERA,Jul,1,2003
34162,MODENA,Jul,0,1999
34164,SILVER CREEK RIDGE,Jun,0,2009
34165,FY2001-MITCHELL-041,Jan,0,2001
34166,FY2001-MITCHELL-086,May,0,2001
34169,HELLS CANYON,Aug,2,2003
34173,CEMETERY RD,Feb,0,2013
34175,HORSECREEK2011,Jan,0,2011
34186,LITTLEPOND,Mar,0,2006
34190,CHAMNESS,Apr,3,2009
34197,GOTTS 4,Aug,0,2005
34199,FY2012-WORTH-041,May,0,2012
34205,RL157,May,0,2008
34214,FY2000-CHATTOOGA-091,Mar,0,2000
34215,FIRST,Aug,1,1992
34216,TWIN MOUNDS,Dec,0,2011
34222,5TH FIRE,Jul,1,2011
34223,30313,Mar,0,2003
34229,ORTIZ,Apr,2,2002
34232,BLUE,Jul,0,2009
34239,LAMM RD FIRE,Feb,0,2011
34240,DUNG,Sep,0,2009
34249,FY2011-MACON-045,May,0,2011
34250,FARMERS,Oct,0,1993
34253,NARROW,Jun,2,2008
34261,CAMERON,Sep,2,2011
34273,RICK HOLLOW,Mar,0,1995
34276,J REID,Nov,0,2010
34299,MARSHAL LAKE,Aug,0,2004
34301,DEERE-3920,Jul,0,2013
34302,4.32014E+12,Mar,0,2014
34303,20412,Apr,0,2009
34307,WHITE,Aug,1,2011
34317,RUG RATS,Apr,0,2003
34332,MAHOGANY BUTTE,Jun,0,2015
34333,OLD,Jul,0,2009
34344,RINCON,Oct,21,2007
34345,MISSION MOUNTAIN,Aug,6,2011
34356,COOKIE HOE DOWN,Mar,0,2004
34357,BEAVER BROOK ROAD,May,0,2015
34361,DOUG FIRE,Mar,0,2002
34372,RED RUB,Aug,0,2012
34374,FY2002-JASPER-043,Feb,0,2002
34384,LUTZ,Nov,0,1995
34385,321,Mar,0,2015
34405,KINGASIVIK MOUNTAINS,Jul,7,2010
34422,HORSETHIEF,Aug,1,2004
34429,LITTLE HEART BOTTOMS,Jun,4,2006
34435,CENTER,Apr,6,2002
34438,LEWIS FARM FIRE,Dec,0,2013
34439,QUARRY,Aug,1,1999
34440,PARKER WF,Apr,1,2009
34446,WIR1,Jun,0,2011
34447,INDIAN TRAILS FIRE,Aug,0,2012
34448,KARTAR CK,Aug,1,2002
34452,RL 235,Apr,0,2015
34461,MCGEE,Sep,0,2003
34463,SENTER3,Jul,0,1999
34464,BALDHILL 4,Aug,0,2003
34470,2672,Nov,0,2015
34473,39,Mar,0,2015
34478,SAND HOLOW,Aug,0,2002
34484,LONG FIRE,Sep,0,2009
34485,TURKEY,Apr,0,2002
34494,TEN MILE CREEK,Nov,1,1994
34503,HOPPLE FIRE,Apr,0,2014
34506,TRAIL CANYON,Sep,0,2008
34512,BALL CREEK,Jan,0,2013
34527,KINGSBURY,Sep,1,1997
34528,BOULDER,Jul,1,2004
34534,ROCKLAND FIRE,Jun,1,2011
34535,LITTLE DUMP,Mar,0,1996
34539,ARROYO RAMIREZ,Aug,2,2015
34554,MARTY WEST,Jul,0,2012
34558,MDF DG WASHINGTON,Jul,8,2014
34562,SOUTH RIM,Jun,0,2006
34564,TIMBER,Jul,19,2004
34592,CHAIN UP,Oct,0,2007
34593,OLD STAGE ROAD,Oct,10,2011
34594,RIVER #1,May,0,2007
34599,SPRING CREEK WFU,Jun,76,2004
34603,W.K. CREEK,Mar,0,2006
34611,PRONGHORN II,Jul,0,2011
34615,TAYLOR LUMBER,Aug,27,2002
34623,FY2002-EARLY-025,Nov,0,2001
34626,BUCK MTN,Mar,5,2002
34638,STREAMER,Jul,0,1998
34641,BARN,Aug,0,1999
34647,MELISSA LN FIRE,Feb,0,2012
34648,CADDO,Jul,0,2005
34652,DRY,Jul,2,1996
34654,TH 5 FIRE,Apr,0,2007
34655,REDHAT,Jun,0,1998
34657,MALONE,Apr,4,2014
34659,RED SHIRT2,Dec,0,1996
34669,027 SEALS,Mar,0,2006
34681,OLD GARNER,Mar,0,2013
34683,BRADY GATE #3,Oct,0,2005
34689,BEARCUB #1,Sep,0,2005
34700,HENDERSON - 7087,Aug,0,2012
34702,JOURNEY  (O4),Aug,5,2010
34704,FY2012-POLK-010,Aug,0,2011
34708,EUREKA 26,Jun,26,1998
34709,WIN20,Mar,0,2000
34725,HAWK RD 2,Oct,0,1998
34731,SWING FIRE,May,0,2009
34734,ANIUK RIVER 1,Jul,5,2011
34735,4000,Feb,0,2013
34736,JENSEN,Sep,2,2001
34737,FY2003-TALBOT-002,Sep,0,2002
34744,GARCIA,Jun,0,1999
34746,GINGERBRD,May,0,2002
34752,CLIFTON WAR,Sep,5,2001
34757,SAGE,Jul,5,2007
34762,MR DONT,Sep,1,2010
34763,HUNTERS D,Oct,0,2013
34764,WILL DODD ROAD FIRE,Apr,0,2012
34772,STATELINE,Aug,0,2002
34788,HINCH MTN RD,Mar,0,2010
34792,FY2011-LAURENS-143,Feb,0,2011
34803,DIAMOND,Jun,0,2002
34807,STILLWATER DR. (67),Oct,0,2011
34808,334,Mar,0,2015
34822,20140,Apr,0,2010
34833,LA ROZETA,Mar,1,2008
34843,CITY FIRE #1,Mar,0,2015
34846,JANIS II,Nov,0,2003
34847,RAY MESA,Jul,1,2002
34854,LOGTOWN,Aug,0,2013
34874,BEARTREE RUN,Nov,0,1999
34876,SALLY RIDGE,Sep,2,1997
34878,GREENLEAF,Feb,0,2011
34884,BEAR GULCH,Jul,0,2004
34888,SASCO,Jun,0,2007
34896,COFFEY RD  (22),Apr,0,2013
34924,STAR,Aug,3,2000
34926,TAYLOR,Aug,0,2009
34928,OTA 10,Jul,0,1996
34941,10232,Jun,0,2011
34943,BERRY CREEK,May,1,2006
34949,UNIT4-N,May,0,1994
34952,IRISH RIDGE,Feb,0,2001
34962,NANCY,Aug,0,2010
34967,OWENS BAY,Nov,4,2014
34968,BARRY OAK,Mar,0,2010
34969,CRAYFISH,Apr,1,1999
34985,REDWOOD GROVE #1,Jun,0,2014
34988,SEYLOR VAL,Apr,0,2000
34991,015-088,Nov,0,2015
34992,GRAVES FIRE,Nov,0,2010
34995,OROSCO,Aug,1,2001
34999,UPS,Mar,0,2008
35006,9.12014E+12,Mar,0,2014
35010,RIO GRANDE CO ASSIST,Mar,0,2000
35012,WITCHER CREEK,Dec,0,2001
35017,7.20141E+11,Aug,0,2014
35028,RALPH,Mar,0,2008
35031,LIDDY,Jul,0,2000
35033,LINDEN - 625,Sep,1,2011
35035,MT EMMA,Jun,18,1999
35037,CIGARETTE ROCK,Sep,10,2006
35038,NULATO R N,Jul,1,2005
35042,WILLOW  (31),Apr,0,2015
35044,COTTON BALES,Apr,2,2015
35046,NORWOOD,Apr,0,2004
35054,TRAILHEAD,Jun,2,1993
35059,FY2015-LONG-015,Dec,0,2014
35064,GOLF COURSE,Jul,0,2011
35068,BARN,Jul,0,2014
35069,105,Mar,0,2015
35074,SOUTH VOTLER,Jul,1,2006
35076,CEDAR KNOL,Jul,1,2002
35077,JESUS SAVES,Feb,1,2011
35079,C4WF2,Apr,0,2002
35083,PANTHER ROAD,Mar,0,2015
35092,COBRA,Sep,0,2014
35095,PRONG,Jul,4,1994
35104,10018,Jan,0,2009
35106,BLOSSBURG,Sep,1,1994
35113,331668,Jul,0,1993
35116,215 AVE,Mar,0,1994
35122,FY2002-CATOOSA-041,Dec,0,2001
35135,BEAN TWO WFU,Jul,2,1998
35137,CLEAR,Jul,2,2001
35139,20169,Aug,0,2010
35143,HWY 299  E/ BLACK RANCH R,Jun,0,2013
35145,FY2012-EMANUEL-058,Mar,0,2012
35146,EMERSON ROAD FIRE,Apr,0,2014
35150,GREEN,Aug,88,2013
35153,FLAT TOP,Jun,6,2003
35159,1.32014E+12,Mar,0,2014
35160,SANOSTEE2,Jul,1,1996
35180,EYE FIRE,Jun,0,2011
35185,LEVY/CHUNKY POND FIRE,Dec,0,2010
35186,310,Nov,0,2015
35190,COPLEY TRACE,May,0,2014
35194,30250,Apr,0,2011
35202,SE MAGNUM,Mar,0,2002
35211,SPRING,Jun,4,1996
35215,SNAG CITY,Oct,1,2003
35228,BSFMU STEELE,Sep,0,1999
35235,PLEASANT VIEW RD.,Jan,0,1999
35237,MAXWELL,Aug,1,2003
35242,RAPTOR,Aug,3,2010
35243,FY2012-ATKINSON-019,Feb,0,2012
35246,TEMBLOR,Jul,0,1996
35248,NUBBINS RIDGE,Nov,0,2001
35251,FASHBY,Feb,0,2004
35255,9039,Mar,0,2013
35258,HAY CREEK,Jul,3,2006
35262,MUD SPRING,Sep,1,1996
35264,FRIENDLY,May,20,1999
35266,COUNTY LINE (22),Apr,0,2014
35276,RYAN,Aug,1,1996
35282,6011,Jan,0,2015
35284,SCOTT PV15,Mar,0,2002
35290,RENEKE,May,1,2001
35294,DOG VALLEY PEAK,Jul,2,1996
35297,STAPPER FIRE,Jun,4,2011
35299,THREET,May,0,1999
35301,CRANE SPGS,Jul,1,1994
35309,3,Jan,0,2015
35312,6048,Mar,0,2013
35314,LIZZIE SPR,Oct,5,1996
35317,MUD,Aug,41,2011
35324,DRYCOULEE,Aug,1,2000
35329,118650-02222-02202015-1158,Feb,0,2015
35331,NICKELS,Jul,0,2008
35332,CHIMNEY 3,Jul,0,2013
35334,AMERICAN PEAT,Dec,0,2006
35336,105,Apr,0,2008
35340,JOYCE,Apr,0,2012
35347,SULPHER SPRINGS FIRE,Oct,1,2014
35350,UXO AREA,Mar,0,2012
35356,CHARLIE HOLLOW,Sep,0,2010
35357,FY2012-CATOOSA-011,May,0,2012
35358,LIL TURDS,Aug,0,2009
35359,FY2016-BAKER-003,Dec,0,2015
35361,DEL99,Aug,0,2003
35364,HARPER,Feb,0,1996
35370,NO VEGETABLES,Apr,0,2015
35384,SASSE,Apr,1,2006
35392,BLACKWATER,Sep,0,1992
35397,ORR,Sep,0,2011
35398,TUNNEL HOLLOW,Mar,0,2010
35400,KRESBACH THREAT,Apr,0,2010
35417,SPURGEON,Mar,0,2010
35420,1261 ETHIER RD,Jun,0,2012
35422,TYPHOID,May,2,2008
35425,POND LILY,Aug,2,2011
35431,FY2011-PIKE-020,Jun,0,2011
35439,HOLLY CREEK,May,0,2007
35445,163,Mar,0,2015
35447,GABRIEL,Sep,0,1998
35451,JC,Jun,0,2008
35454,MOUNTAIN,Jul,0,2006
35465,INWOOD,Mar,0,1995
35470,MCCOY,May,1,2006
35474,DUCK CREEK,Jul,3,2000
35476,RIVER FIRE,Jun,9,2003
35477,FY2012-WILKES-016,Mar,0,2012
35480,RUSTAD LAKE NORTH,May,0,2014
35490,WASHINGTON,Aug,0,1996
35492,FLEMING MILL ROAD #2,Jul,0,2012
35514,COVE VIEW,Aug,0,2012
35515,FY2001-MCINTOSH-089,May,0,2001
35517,RATTLE  SNAKE FIRE,Mar,1,2011
35523,COON,Oct,0,1998
35524,UNGALIKTHIUK,Jun,29,2015
35529,SOUTH,Jun,0,2012
35533,LUCAS,May,0,2006
35549,THORPE ROAD,Sep,11,2014
35553,CREEK,Jul,10,2006
35557,FY2014-DOUGHERTY-004,Mar,0,2014
35559,CUT FENCE,May,0,2008
35571,TOM FOLLEY,Sep,0,2014
35576,LOCKHART,Nov,0,2005
35580,SCHULTZ LAKE,Jul,0,2001
35587,SENIOR#2,Aug,0,1996
35588,215 AVE,Jun,0,1997
35598,GET HOME,Apr,1,2004
35608,31,Mar,0,2015
35611,MARY RONAN,Aug,18,1998
35613,PLT #1,Apr,0,2004
35620,FOUR LANE,Oct,1,1992
35629,MEDICINE ROCK #1,Jun,1,1993
35634,PRINCE,Jan,0,2012
35635,CONWAY,Mar,0,2006
35640,FY2011-TREUTLEN-089,Mar,0,2011
35641,A1307010,Mar,0,2007
35652,WATKINS,May,0,1992
35658,LEWIS-KEMP CIRCLE,Feb,0,2011
35662,DANIEL LANE,Oct,0,2010
35663,FY2014-RICHMOND-029,Apr,0,2014
35668,FY2013-CARROLL-008,Jul,0,2012
35676,RL366,Aug,0,2006
35679,DRY BREAD HOLLOW,Jun,0,2001
35684,MARTIN,Aug,1,2003
35687,LINDSLEY PLACE,Apr,0,2014
35689,FY2013-WORTH-019,Mar,0,2013
35693,BADGER,Nov,0,2010
35698,FAY,Jul,4,2006
35709,HEART CLCH,Jun,1,1992
35718,VUNDIK LAK,Jun,38,2004
35724,MILL CREEK #2,Apr,0,2010
35725,3,Mar,0,2015
35729,RATTLESNK,Jun,0,1997
35731,RICHARDSON ROAD,Mar,0,2014
35732,GOAT LADY,Mar,1,2002
35733,EASTMANS,Mar,0,2003
35738,RANSACK,Jul,1,2011
35743,1760 DOGTOWN ROAD,Apr,0,2014
35751,91 BOULDER FLATS,Aug,0,2011
35755,IAQUA,Sep,0,2014
35757,FY2000-CRISP-071,May,0,2000
35767,FISH TRAP,Jun,0,2006
35774,1,Apr,0,2009
35777,PLAINS,Sep,0,2006
35784,FY2002-EARLY-022,Oct,0,2001
35785,HIWAY,Sep,0,1997
35795,ANDERSON,Jul,0,1999
35799,BLOODY,Jul,0,2005
35811,HENDERSON - 090,Apr,0,2011
35812,RYGEB,Jul,1,2003
35815,WYKOFF RUN,May,0,2013
35819,FAIRGROUNDS,Apr,1,2010
35821,HARRISBURG FIRE,Jun,0,2009
35823,OR21,Nov,0,1999
35824,GOLD,Jul,2,2003
35827,NEW BRITTON HWY,Mar,0,2012
35829,NELSON,Jun,2,2014
35832,FY2000-GILMER-034,Mar,0,2000
35833,1.41201E+13,Mar,0,2014
35839,FY2014-SCREVEN-011,Feb,0,2014
35843,WOODWARD,Jun,0,2002
35844,SKY RANCH,Jul,1,2010
35850,SHIELDS,Apr,0,2013
35854,BULL,Oct,0,1998
35855,FY2012-CHARLTON-026,Mar,0,2012
35861,VILLAGE,Aug,1,2013
35864,MCMANN,May,0,2012
35866,CAN,Jul,1,2004
35869,THREE MILE CREEK,Jun,1,2000
35878,FY2011-MONROE-016,Feb,0,2011
35883,TWO BEAR RANCH,May,0,2011
35885,MAIZE,Jun,0,2009
35886,FY2012-GILMER-009,Mar,0,2012
35888,FISH CAMP,Apr,0,1996
35891,EDISON,Mar,0,2000
35892,MEADOW CREEK,Jul,1,2005
35905,RAILROAD,Jun,1,1995
35908,PHEASENT,Jun,0,1998
35912,BRAZIL,Jul,1,2011
35918,FOURTEEN,Jun,0,2012
35922,TRASH DUMP,Mar,0,2009
35927,CORRAL,Jun,14,2008
35932,TEJON,Jun,0,2012
35942,SCOTT,Mar,0,1992
35946,INDIAN FLATS,Jul,0,2005
35956,1482,Dec,7,2012
35964,KLIKITARIK,Jun,3,2015
35970,BALLARD,Apr,0,1999
35972,PINECREST LN 475,Feb,0,2015
35974,TURKEY,Jun,0,1998
35976,BISHOP LANE,Apr,0,2009
35981,15TH STREET(01),May,0,2015
35982,GREY ROCK,Mar,4,2011
35986,FY2000-MILLER-085,Jun,0,2000
35987,BURKE,Jul,1,2010
35988,SICK COW (47) ,May,14,2011
35990,BUD,Nov,0,2008
35993,PINEY CRK,Aug,5,2003
35997,FY2002-DOUGHERTY-012,Nov,0,2001
35999,POWELL HOOKS,Jan,0,2011
36002,RED LAKE 109,Mar,0,2012
36005,WILLOW,May,0,2000
36008,FY2000-CALHOUN-032,Jun,0,2000
36017,CAT,Mar,3,2000
36018,NADINE ROAD,Sep,0,2009
36019,MCNARY,Aug,1,2000
36021,FY2011-WORTH-065,Mar,0,2011
36029,RED LAKE 145,Apr,0,2012
36043,HAY,Sep,5,2007
36052,MAHANOY RIDGE #1,Mar,0,2013
36054,STRAW,May,0,2015
36058,BECKY,Aug,0,1997
36067,NARROWS,Mar,0,1996
36075,SOUTH FORK,Jun,14,2005
36084,DOG PATCH,May,0,2007
36086,DERRICK,Jul,0,2003
36090,PALOVERDE3,May,0,1995
36098,FY2014-DODGE-045,May,0,2014
36106,DURHAM-DAYTON HWY / OROVI,Aug,0,2014
36112,FY2013-JONES-014,Mar,0,2013
36120,STUBBLE,May,0,2013
36121,WRIVERCAN2,Aug,0,1993
36123,UNION,Jul,1,2009
36124,OR-BFZ-2174,Jul,5,2004
36132,GRECHEN LN  ROMO,Nov,0,2014
36145,4MCEMETERY,Feb,0,2006
36153,MARTIN CREEK,Jul,4,2000
36154,TRAIL7,Apr,1,2015
36166,MAINTENANCE,Apr,0,2007
36169,FY2013-BARTOW-004,Jul,0,2012
36173,GIBSON,Jan,0,2014
36174,"827 S 3RD AVENUE, AL",Jan,0,2011
36177,RIVER,Jul,1,2012
36178,ENTERPRISE FIRE,Sep,0,2012
36183,CRNR BAR,Jul,0,2005
36195,457,Sep,0,2015
36198,STONEY RUN,Mar,0,2002
36204,SKI HILL,Oct,2,1999
36208,MILE POST 84,Sep,0,2014
36227,SPUR,Oct,0,2012
36230,SLEEPER,May,0,2001
36234,GAR/FOWLER,Sep,0,1995
36235,FY2002-POLK-081,Feb,0,2002
36240,FLOWERS LANE,Apr,0,2015
36242,CAREFREE,Jun,1,2010
36251,MEDICINE LODGE,Jul,3,2013
36253,BUDDY ROAD (67),May,0,2011
36257,REECE,Sep,0,2013
36258,6222,Aug,0,2013
36260,4024,Sep,0,2015
36274,SCHELL,Aug,2,1996
36280,FORD,Jun,0,1994
36282,JAKES MOUNTAIN,Aug,5,2014
36283,CEDAR LANE (66),Nov,0,2014
36284,WINDMILL,Oct,0,1992
36291,KATE BULLOCK,Jul,2,2010
36300,FOXTROTTER,Oct,0,1999
36301,SARASOAP,Nov,0,2005
36303,TGU SPRING,Aug,0,2010
36313,BRISCO MT,May,0,2010
36318,LOWER ROCK,Jul,0,2001
36320,POLE SHED,Nov,0,2012
36326,20261,Nov,0,2010
36330,SLEEPER,Jul,0,2015
36336,ANTELOPE,Jul,2,2000
36340,SECTION 10 BRIDGE,May,0,2006
36352,BROWN,May,0,1992
36355,BOOTH,Jan,0,2001
36363,DRY CANYON,Sep,2,1994
36380,RL121,Apr,0,1999
36384,MARTIN HILL,Apr,0,2012
36387,RED ROCK,Jun,0,2009
36393,FISH CREEK,Jul,0,2002
36394,FY2013-NEWTON-004,Apr,0,2013
36395,NE30032B,Jan,0,2015
36398,TALKALAI TRAIL,May,0,2009
36402,CASAGRANDE,May,2,1999
36403,GREEN GRASS VALLEY,Feb,0,2011
36433,52,Mar,0,2012
36434,CARIBOU,May,0,1992
36439,WILD HORSE,Jun,2,2006
36440,SPRINGS,Aug,0,2014
36444,GREENBRIAR,Mar,0,2015
36458,FY2002-SCREVEN-108,May,0,2002
36463,MILE LONG FIELD FIRE,Sep,0,2011
36466,LAWS,Apr,0,1993
36470,PENN SCOTT,Jan,0,2000
36471,HENDERSON,Jun,9,1998
36475,BLACKSOIL2,Jul,0,2000
36486,ST. ANNES,Mar,1,2012
36490,BUFFALO CREEK,Nov,1,1999
36491,DUKE VEE,Aug,7,2002
36498,10138,Aug,0,2010
36512,FY2011-TAYLOR-029,Feb,0,2011
36513,FY2001-BALDWIN-015,Feb,0,2001
36516,LATENIGHT,Mar,0,2011
36517,VODKA,Jul,0,2001
36519,BAPCHULE,May,0,1994
36520,LORETTA,May,1,1998
36521,BRATT,Mar,7,2014
36526,490,Mar,0,2015
36532,ARENA,Feb,0,2015
36538,FY2011-DODGE-098,Feb,0,2011
36546,8.52015E+12,Jan,0,2015
36556,UNIT 19,Feb,2,2015
36564,TREEFIRE,May,0,1993
36580,I84MP239,Aug,0,2001
36585,BIRCH CRK,Aug,0,1999
36591,VEHICLE,Mar,0,2014
36594,LIVINGSTON - 756,Aug,0,2011
36605,SANTA MARIA,Mar,0,2010
