,fire_name,fire_cause
17180,BOMBING RANGE 1,Other
17182,CHURCH (54),Arson
17186,BIG BANG,Arson
17188,BEAVER CREEK,Lightning
17190,BURTON,Utilities
17194,10 MILE,Other
17197,SLOAN,Utilities
17198,TURKEY PEN,Lightning
17200,RILEY STREET,Accidental
17202,RED LAKE 546,Other
17203,MIL632910,Lightning
17209,RON,Debris Burning
17213,WHITMAN PASTURE FIRE,Other
17223,CAMPBELL  4,Arson
17229,UPPER COON HOLLOW,Arson
17231,MACK DAIRY (50),Lightning
17237,HOUGH1,Accidental
17238,ORPHANGE,Utilities
17243,HENRY MILLS,Utilities
17250,MCINT5,Lightning
17256,DISPATCH,Lightning
17262,MCNEELY LANE #2,Debris Burning
17267,OLD GILEAD ROAD,Arson
17272,RL129,Other
17275,ARROWHEAD,Lightning
17279,FY2013-BEN HILL-038,Debris Burning
17282,WASTE SITE,Accidental
17284,FY2001-CARROLL-020,Debris Burning
17289,PIUTE,Other
17298,TWIN SPAN,Arson
17303,403,Arson
17305,DODGE,Utilities
17308,DEVIL'S WELL,Arson
17315,PERRY,Arson
17318,SEPTIC FIRE,Debris Burning
17322,BOWMAN,Lightning
17323,FY2015-RICHMOND-003,Accidental
17327,FIELD,Arson
17329,SCOTT POINT,Lightning
17330,REDFORD,Arson
17334,BLACK FORK,Debris Burning
17346,RANCH,Utilities
17349,792,Other
17350,RENICK,Debris Burning
17351,AHORN,Lightning
17355,MS1806,Debris Burning
17358,LAGUNA FOREST FIRE (18),Arson
17369,ONE TOE,Lightning
17379,MONA RES,Lightning
17383,RR 1,Utilities
17385,7059,Debris Burning
17392,DYLAN,Lightning
17393,WEST RIM,Other
17394,MEADOW CREEK,Debris Burning
17401,TROUT CREEK,Lightning
17404,688,Debris Burning
17411,MEADOW,Other
17421,DUG BAR RANCH,Lightning
17425,AIMES,Lightning
17433,ANTELOPE,Lightning
17445,COLINA,Other
17463,KINKO,Other
17464,BOTONE 5,Arson
17469,MP271.5,Accidental
17470,DILTS/DORR/ERWIN #1,Lightning
17481,0368 TEN MILE CANYON,Utilities
17482,FY2000-TERRELL-028,Debris Burning
17490,GOWER RD,Accidental
17510,NIPPER,Arson
17513,4-MILE RD.,Lightning
17517,TABLE MOUNTAIN,Other
17527,FORBIDDEN,Lightning
17537,ALEX CK,Debris Burning
17540,LONER,Lightning
17541,10350,Arson
17545,SUNDUST,Other
17557,BIG SIGN,Accidental
17559,LIVINGSTON - 70,Debris Burning
17561,COVE LAKE #2,Accidental
17563,LARRY,Arson
17564,SUMMIT,Lightning
17565,POZO,Utilities
17589,12 MILE,Lightning
17594,SYCAMORE#8,Arson
17598,OMO,Other
17601,FY2002-WAYNE-090,Lightning
17603,PARKSIDE TOWN COMMONS,Arson
17606,PLAYOFF,Other
17609,MP 230.7,Debris Burning
17610,FY2013-POLK-056,Arson
17617,WS,Other
17624,LINDEN - 112,Debris Burning
17625,LAGOON E,Accidental
17626,CRYSTAL,Utilities
17627,WATERTANK,Other
17639,MAGIC,Arson
17642,VALLELUNGA,Arson
17643,DEJA VU STRIKE,Lightning
17648,CLA16644180,Arson
17660,POTTER,Utilities
17665,FY2002-BRANTLEY-018,Arson
17678,BAHAM,Lightning
17681,WHISPERING PINES (57),Lightning
17692,DOUBLE L,Lightning
17697,NENAHNEZAD 1,Debris Burning
17701,FY2000-MONROE-083,Debris Burning
17703,GREENWOOD,Other
17707,CLOVER,Utilities
17716,METEOR II,Debris Burning
17719,GOODE,Utilities
17729,FY2011-BROOKS-078,Debris Burning
17731,CORNELL,Arson
17733,CLOVERDALE ADDITION,Debris Burning
17734,VALLE,Lightning
17735,CROSSROADS ROAD,Debris Burning
17738,FY2012-LIBERTY-020,Debris Burning
17756,MM 2127   ( 06 ),Lightning
17762,BURNT SHEEP,Lightning
17775,HIDIAWAY,Lightning
17780,EARLY,Arson
17781,04-61-NOV/204TH STREET FIRE-1824,Debris Burning
17796,KENT,Other
17797,TOWER,Lightning
17805,WAGON (05),Other
17809,GREY BEARD(54),Other
17811,CUT OFF,Utilities
17813,BULLET NOSE,Lightning
17826,MARSH 4,Utilities
17830,FY2012-MCINTOSH-021,Arson
17831,MCCRACKEN MESA,Lightning
17833,HENDERSON - 009,Utilities
17839,HUDSON,Lightning
17843,KEBO,Lightning
17854,BELL HILL,Debris Burning
17859,NOWLING DRIVE (57),Debris Burning
17871,MONSTER,Arson
17874,101 FIRE,Lightning
17879,LIVINGSTON - 80,Debris Burning
17880,9.12015E+12,Accidental
17881,WS2716,Arson
17884,#242,Lightning
17887,OAK HILL SCHOOL,Utilities
17888,TUPIKCHAK CREEK,Lightning
17892,BOGGY HEAD,Other
17899,KING,Arson
17904,SHARPS RIDGE TOWER,Utilities
17912,VAL VERDE,Utilities
17917,JUANITA 2,Lightning
17919,TICK,Accidental
17925,BONITA SPRINGS FIRE,Arson
17932,SIMPSON BU,Other
17934,HWY160,Arson
17936,RU #170,Utilities
17938,DEVINNEY,Arson
17939,GIDBROWNHO,Other
17941,FY2001-CHATTOOGA-093,Arson
17944,CULBRETH ROAD FIRE,Debris Burning
17946,MT. GROVE,Arson
17947,WILLIAMSON 109,Debris Burning
17953,PARSAGE,Arson
17954,OLD HOUSE BRANCH,Arson
17957,BAGLEY FIRE,Arson
17960,HAWK  ROAD,Debris Burning
17964,TURTLE 3,Utilities
17970,PEWO,Other
17972,COLEMAN,Other
17989,SHYTLE ROAD FIRE,Debris Burning
17991,MOUNTAIN BIKE TRAIL FIRE,Accidental
18012,QUITTIN' TIME,Lightning
18015,LEE FIRE,Other
18020,2.92014E+12,Accidental
18023,CHAIN OF EVENTS FIRE,Other
18026,ROLLOVER,Utilities
18029,RED OAK CREEK,Debris Burning
18034,41ST AVE  (11),Debris Burning
18040,LOOKOUT BAPTIST RD.,Debris Burning
18041,SHEPARD,Other
18043,ASPESI,Utilities
18048,LAST CHANCE,Accidental
18049,TYLER CANYON WFU,Lightning
18056,CORBY ROAD FIRE,Arson
18057,IRON PADDLE,Lightning
18066,FY2000-LONG-034,Debris Burning
18077,FY2013-CRAWFORD-015,Debris Burning
18086,BECK BRANCH,Other
18087,FY2013-SCREVEN-008,Debris Burning
18088,BIGCANYON,Lightning
18090,SADDLE,Other
18092,FY2012-RICHMOND-035,Accidental
18094,SANDY,Lightning
18101,BUCKSKINCK,Lightning
18102,SHEEP,Lightning
18109,TETON,Accidental
18114,HORSE,Accidental
18116,MILL CREEK,Debris Burning
18121,FY2002-PUTNAM-048,Accidental
18123,RL96,Accidental
18125,POUNDS BRANCH,Debris Burning
18126,COLTON,Debris Burning
18136,FLANAGAN,Arson
18137,MANCOSFARM,Debris Burning
18144,ROCK SHOP,Arson
18145,EMERALD,Other
18163,LIBERTY,Arson
18164,LAKE,Arson
18176,1.09201E+13,Debris Burning
18182,FY2011-WARE-070,Lightning
18188,MINTO,Lightning
18189,MOUNTAIN HOUSE,Lightning
18195,MORRIS,Other
18198,WILLY JOE,Other
18201,FUTON FIRE,Other
18207,RFR 1994 #1,Other
18226,RL188,Accidental
18230,COCHITI,Accidental
18232,CHARLEY R,Lightning
18233,SPRING,Utilities
18240,SALOME,Other
18247,LINDEN - 610,Lightning
18250,50,Lightning
18253,STATE,Other
18255,HILLSIDE,Debris Burning
18256,CHICO,Other
18262,EVANS RANCH,Other
18268,FY2000-MURRAY-114,Debris Burning
18269,FY2002-TERRELL-027,Accidental
18271,WAHOO,Lightning
18276,JERICHO,Lightning
18278,GREENWOOD,Arson
18281,ABERDEAN,Other
18288,MITCHELL,Lightning
18292,MERDIAN,Other
18295,S PARK,Lightning
18314,RIVER ROAD,Other
18322,MARRIS FIRE,Utilities
18324,ARROWHEAD,Other
18335,KNOBS #1,Debris Burning
18336,COBBLESTONE SUB. - MADDOX DR.,Utilities
18344,RITTER CREEK,Lightning
18345,TURKEY FOOT,Arson
18361,TRACK84,Debris Burning
18370,STEP,Utilities
18375,COYOTE WASH,Other
18378,MOOREHEAD,Lightning
18380,MAGOTSU,Lightning
18381,1180 WINNAWAY,Arson
18383,BUS BODY,Lightning
18388,LINDEN - 278,Arson
18403,SINK,Lightning
18408,FY2002-PULASKI-023,Debris Burning
18412,BLACK BLUFF,Lightning
18413,SHERRIFF,Lightning
18414,GROSE 380,Utilities
18419,72,Other
18425,COOKSON,Arson
18436,HAMSPHIRE GRADE RD.,Accidental
18445,FY2014-BARTOW-007,Debris Burning
18459,TWINLAKES,Debris Burning
18466,627,Arson
18468,5.92015E+12,Accidental
18471,PIGG # 2,Utilities
18477,BIG COTTONWOOD,Other
18480,FY2011-CHATTOOGA-048,Debris Burning
18490,RL379,Debris Burning
18495,CO-OP,Debris Burning
18496,TIKURA,Lightning
18498,UNNAMED FIRE 0512,Utilities
18512,GETHSEMANE COMPLEX,Arson
18519,OLD PARSONS LN,Accidental
18527,WRAY,Lightning
18528,FY2016-JEFFERSON-002,Debris Burning
18529,SAMMY N BO LANE,Arson
18534,BLUE BIRD,Debris Burning
18539,ARCO,Utilities
18549,SUN CREEK,Accidental
18551,GILMAN,Utilities
18553,WATER TOWER,Debris Burning
18566,CLINTON,Other
18567,LONG LICK,Lightning
18569,FY2011-BACON-065,Accidental
18573,OR-MAF-194,Lightning
18588,FAIRVIEW CANYON,Other
18598,ROCK SPRINGS,Arson
18610,RAILROAD,Debris Burning
18625,FY2014-DADE-016,Accidental
18629,RED CREEK,Debris Burning
18637,BARREL,Lightning
18638,45,Debris Burning
18640,WILLOW,Lightning
18644,SILVER,Lightning
18650,HINUS,Debris Burning
18651,20434,Debris Burning
18655,MARKER SIX,Lightning
18665,MAGGIE CREEK,Lightning
18671,TRUCK,Utilities
18676,WHITE,Lightning
18690,CHARLIE,Accidental
18695,PAPOOSE,Lightning
18697,PUMPING STATION RD,Accidental
18700,LITTLE BROWN,Arson
18703,SOUP,Arson
18714,BREEN,Other
18728,COALWOOD,Debris Burning
18730,MILE MARKER 9,Other
18735,JOES CREEK,Arson
18740,IVES,Lightning
18757,WALT,Utilities
18761,DC,Utilities
18769,FY2016-WARE-002,Arson
18772,PETTES FIRE,Accidental
18777,FY2014-JACKSON-004,Debris Burning
18783,A-HILL,Other
18788,SQUAWDITTY,Utilities
18789,RATTLESNAKE,Lightning
18791,FY2012-HARRIS-009,Debris Burning
18797,CEDAR HIGHLANDS (64),Other
18800,CORCORAN,Lightning
18801,LIMESTONE,Lightning
18803,BLUESKY,Debris Burning
18812,RACETRACK ROAD (55),Lightning
18823,CALLOWAY RD. SPARK SET,Utilities
18824,1.47201E+13,Debris Burning
18825,HICKORY HILL,Other
18828,CATES FIRE,Debris Burning
18831,WET BRANCH,Accidental
18836,BACKWOODS,Arson
18837,SLIDE CANYON,Other
18838,BUTTERFIELD STAGE,Other
18839,SALADO DRAW,Lightning
18853,FY2001-EARLY-013,Lightning
18855,REAVIS,Accidental
18861,CEMETARY,Arson
18862,VIRGIN CANYON,Lightning
18864,COTTON,Lightning
18869,SHU INGOT,Other
18877,ESTEP,Arson
18879,ASPEN,Other
18883,WESTERN LAKE,Accidental
18888,HOCHATOWN FIRE,Debris Burning
18899,EMERINE SPRINGS,Lightning
18905,UPPER FISH,Lightning
18907,SAND TOWN,Accidental
18908,CUDEI 3,Accidental
18913,POWER LINE,Utilities
18914,DRY BURNT,Utilities
18915,WHITE LAKE,Utilities
18916,HARRINGTON,Other
18922,SCRIBNER,Other
18923,116TH CRT (04-24),Debris Burning
18926,2.92014E+12,Accidental
18928,CROSSTIE,Arson
18932,#9046,Debris Burning
18944,UNNAMED FIRE 1941,Other
18945,MCBRIDE,Lightning
18954,2015007,Other
18957,GOLDEN CREEK STRIP,Debris Burning
18961,WILLOW,Lightning
18962,FERRY STARKES 6,Debris Burning
18964,LEEDS CREEK,Lightning
18966,POWERLINE III (21),Lightning
18967,ISABELLA,Accidental
18983,BRINKLYE,Debris Burning
18986,HENDERSON - 608,Utilities
18989,LOST,Lightning
18994,DOUBLE X,Utilities
18995,117372-11043-01242015-1341,Other
19002,PLEASANT VALLEY,Lightning
19006,STRONGHOLD,Debris Burning
19012,GARFIELD,Other
19015,FY2000-POLK-169,Lightning
19018,ROCKPIT (36),Other
19024,BRAY HOLLOW,Debris Burning
19028,PINK,Utilities
19033,RED DOME,Lightning
19037,#1056,Accidental
19046,OLD STAGE 2,Arson
19054,COLORADO(54),Arson
19069,EAGLE CANYON,Lightning
19081,FLAT TIRE FIRE,Other
19082,ROBBERY FIRE,Arson
19086,WINNING WOOD (64),Other
19089,ROAD 72/76   (18),Lightning
19095,CAMP RUN,Accidental
19096,DUBUQUE FIRE,Other
19097,POWERS,Other
19103,DITNEY MOUNTAIN,Arson
19104,WOLF ISLAND FIRE,Other
19107,WATERTOWER,Arson
19109,DAVIS CREEK,Other
19110,SIERRA,Other
19111,UTE,Lightning
19121,FFS L-31/136,Arson
19124,LUCKY,Utilities
19136,PINE LANE,Debris Burning
19149,FY2011-MACON-051,Debris Burning
19154,LECOMPTE,Lightning
19156,HUNTER CREEK,Accidental
19164,ELK CREEK,Accidental
19169,MOOSE,Lightning
19183,46 HERITAGE FIRE-1224,Debris Burning
19191,TAXIDERMY SHOP FIRE,Other
19194,BROWN,Lightning
19195,EAGLE BULL,Other
19206,MCGEE,Arson
19222,TOWER GRINDER,Utilities
19229,CEDAR,Other
19232,FY2002-WALKER-089,Debris Burning
19238,SELLERS,Debris Burning
19241,MISSIONWSH,Other
19246,BURGUNDY FARMS (36) ,Lightning
19248,NORTH,Other
19252,FY2014-MONROE-013,Debris Burning
19254,3.12014E+12,Accidental
19261,FY2015-LINCOLN-003,Debris Burning
19267,FY2002-CRAWFORD-034,Debris Burning
19268,WW1103,Arson
19274,FY2013-SCREVEN-020,Accidental
19277,313562,Accidental
19283,JAVELINA,Other
19288,LIVINGSTON - 942,Other
19294,BEAVER BRANCH,Arson
19304,WF-64-GO CART CITY,Other
19306,WASN'T ME,Arson
19307,BWARD,Arson
19313,KERMIT,Debris Burning
19314,HERMAN,Utilities
19318,SHADOW,Lightning
19319,TGU COLEMAN,Other
19328,FY2012-BERRIEN-064,Lightning
19342,FY2014-OCONEE-006,Debris Burning
19348,FY2001-LUMPKIN-086,Debris Burning
19352,LOVING RD. FIRE,Other
19359,FY2003-WHITE-003,Arson
19367,FY2014-WHEELER-026,Debris Burning
19379,13,Utilities
19388,RUINS,Other
19398,LITTLE,Debris Burning
19408,BOOMAN#1,Debris Burning
19409,RED ROCK RR,Other
19414,FY2011-CLAY-022,Debris Burning
19417,PATE,Accidental
19428,COLD WATER,Lightning
19430,SWELL,Debris Burning
19434,FOOTHILL,Utilities
19439,BROWN CHAPEL,Arson
19440,FOXFIRE MOWER,Utilities
19441,RIVER,Accidental
19442,THUNDER LN,Debris Burning
19444,MILE MARKER 59-2,Accidental
19446,CINDER,Debris Burning
19449,9.2014E+11,Accidental
19450,BLOWOUT,Utilities
19452,41/326(38),Debris Burning
19461,PREACHER,Lightning
19463,RAILROAD & COMBS,Arson
19467,TRUJILLO,Debris Burning
19472,BOX,Lightning
19474,RESERVE,Utilities
19480,FY2013-PULASKI-044,Arson
19486,10207,Other
19498,SEVENBROTHERS,Lightning
19504,1.15201E+13,Accidental
19505,SLIPPERY,Accidental
19510,MCKNABE CREEK,Lightning
19517,YANK GULCH,Lightning
19523,WESTWEBB,Arson
19525,BIG PRICEY,Debris Burning
19529,DRYER,Other
19538,FY2000-MACON-036,Accidental
19541,FY2014-TREUTLEN-016,Accidental
19545,FALLS,Lightning
19546,BALDY,Other
19553,THE V,Arson
19571,RL197,Debris Burning
19577,BETRIS'S F,Accidental
19581,MINNIE,Other
19584,HAIRY,Lightning
19586,FY2011-BRANTLEY-100,Arson
19591,SCOTTSFIRE,Other
19604,PETERSON RD FIRE,Other
19610,GILMORE SCHOOL,Debris Burning
19611,DANIELS RD   (36),Other
19622,RED ROCK,Utilities
19627,PINE HAMMOCK (47),Lightning
19634,ALACHUA/WILSON FIRE,Debris Burning
19649,FY2011-EMANUEL-063,Debris Burning
19653,MOUNT ZION,Debris Burning
19655,UNKNOWN,Other
19659,STRAIGHT,Lightning
19665,WILLOW CREEK,Lightning
19667,NUISANCE56,Other
19670,FY2013-WAYNE-019,Debris Burning
19679,MDF-299,Lightning
19680,DEER CREEK,Lightning
19685,RED SKIN,Other
19692,LEEWOOD,Accidental
19694,HOLE IN THE WALL,Lightning
19703,ST GEORGE,Lightning
19707,BIG SANDY ROAD,Debris Burning
19713,4542,Debris Burning
19720,NRLBRIDGE1,Lightning
19727,WEST FORK,Lightning
19738,015-031,Arson
19739,JOE,Accidental
19743,NWGG SPUR,Arson
19764,GASLINE,Other
19766,HOP CANYON,Lightning
19767,10285,Arson
19770,PLEASANT,Utilities
19776,R399,Accidental
19777,PINE,Arson
19788,RIVER AVE. FIRE,Debris Burning
19791,MUD STUCK PIT BULL,Debris Burning
19808,#531,Lightning
19809,97,Other
19812,FRIED SQUIREL,Other
19813,THE INCINERATOR,Debris Burning
19814,WILLOW,Other
19818,VALLEY,Arson
19819,CENTRAL PEAK,Lightning
19820,BURCHARD DRIVE,Debris Burning
19821,BLACK BAR RANCH,Debris Burning
19826,TULARE CO. #124,Arson
19828,TWIN RIVERS FIRE,Lightning
19830,9.12015E+12,Accidental
19834,VINCENT,Arson
19839,MILE MARKER 91,Other
19848,BOWMAN FLATS #1,Arson
19851,TWO SNAG,Debris Burning
19852,7.52014E+12,Other
19853,SALT LICK SPRING,Lightning
19857,HIGHWAY HAY,Utilities
19858,HOLWAGNER2,Other
19862,FY2012-CLINCH-008,Lightning
19868,DRY,Utilities
19870,B-RODEO,Arson
19883,FY2011-GRADY-031,Debris Burning
19889,MIDDLE PRO,Lightning
19892,OTA 28,Utilities
19899,"CO RD 37 , AL",Utilities
19902,CHICKENCR,Arson
19904,FY2015-COOK-016,Debris Burning
19911,RED TAIL 3,Arson
19912,2321,Debris Burning
19913,ASPEN,Other
19914,11 MILE #3,Arson
19921,CARPENTER,Other
19922,13-2,Lightning
19931,FY2011-TIFT-076,Arson
19932,CHAZE,Arson
19944,RL491,Other
19947,"HWY 84 EAST, AL",Arson
19951,HOGUEDAIRY,Other
19958,EAST MINIDOKA,Other
19962,PEACH,Arson
19966,FY2012-GRADY-049,Debris Burning
19974,BIG CEDAR,Arson
19980,LITTLE,Lightning
19981,COPPER,Utilities
19985,RANGE,Other
19988,ABRAMS,Utilities
19991,RELIEF,Other
19995,04-61-40TH STREET FIRE -1574,Utilities
20009,GILBERT FIRE,Lightning
20010,CARNEY LAKE,Arson
20011,1.92014E+12,Debris Burning
20021,SCHUENEMAN,Utilities
20023,BETHLEHEM (29),Utilities
20041,FY2016-DECATUR-003,Debris Burning
20055,PLATO GULCH,Lightning
20058,CAVE MOUNTAIN,Arson
20072,ABRAM,Debris Burning
20073,WILLIAMS RD EAST (64),Lightning
20086,HEBRON,Other
20090,BLACK RIVER FALLS CO-OP 4,Debris Burning
20092,04-24-NOV/ BURNHAM FIRE -1279,Debris Burning
20099,KIMAMA,Lightning
20100,ROCK CREEK,Other
20101,BOULDER LAKE,Lightning
20105,SWIMMING HOLE,Other
20110,BIG TREE,Lightning
20118,#7041,Utilities
20123,1150018,Debris Burning
20124,RIM,Lightning
20126,RIVERBED,Other
20132,FY2000-MURRAY-144,Arson
20133,RAMBO,Accidental
20134,FY2011-JEFF DAVIS-098,Debris Burning
20135,PULASKI MINE,Debris Burning
20139,WHIPPOORWILL,Debris Burning
20140,111 RANCH,Other
20141,SHORES RD (67),Utilities
20146,FY2001-TWIGGS-045,Utilities
20150,MIDNIGHT,Arson
20162,WILLOWBEND,Other
20166,HAMILTON CREEK,Lightning
20167,FOX LAKE,Other
20175,MIDLAND 15,Debris Burning
20190,AG DUMP 3,Debris Burning
20191,NORTH DAG,Lightning
20193,SLIDE,Other
20195,FY2015-JOHNSON-034,Accidental
20197,COAL RIVER,Lightning
20201,CHINAS,Other
20205,DOUBLE UP,Other
20209,RL534,Accidental
20217,FY2015-HALL-005,Debris Burning
20220,5.92014E+12,Debris Burning
20221,JACOB 1,Other
20234,APPLE PIA RIDGE,Debris Burning
20235,DOVE CREEK,Lightning
20238,CLIFFORD,Lightning
20245,D&D TRUCKING 1,Utilities
20246,COTTONWOOD,Lightning
20248,BLACKWATER FIRE,Debris Burning
20255,ELECTRIC FENCE,Other
20261,PARADE,Arson
20264,HORSE ARENA,Debris Burning
20266,FY2015-CRISP-014,Debris Burning
20274,TALL,Arson
20283,FY2011-DAWSON-013,Arson
20285,GAULKE,Arson
20286,FAIRWAY,Arson
20287,41,Debris Burning
20288,402,Lightning
20296,DIANA,Arson
20297,WHILDEN (35),Other
20302,DOC,Arson
20304,COW CAMP FIRE (60),Accidental
20310,RED MANGO (36),Lightning
20312,POINTER,Arson
20316,OLD MAXTON ROAD,Arson
20321,FY2000-CHARLTON-060,Debris Burning
20322,BLUESKY #4,Debris Burning
20324,BEIHL,Lightning
20338,SYCAMORE,Lightning
20339,MILLER LAKE WPA,Other
20346,EP PIPELINE,Utilities
20347,HUEY,Debris Burning
20349,7-MILE,Arson
20350,10246,Arson
20374,LINDEN - 38,Debris Burning
20382,NUNTRAGUT,Lightning
20383,MENDENHALL CAMP,Accidental
20394,UNNAMED FIRE 3720,Other
20397,HI-LINE,Debris Burning
20398,F,Arson
20400,SENTINELLA (36),Lightning
20404,WHEELEHON,Arson
20405,DUCK LAKE,Other
20406,SULLIVAN R,Utilities
20414,FY2014-DODGE-010,Debris Burning
20415,HYDRANT,Other
20416,BLACK GATE,Debris Burning
20421,FY2000-LUMPKIN-069,Debris Burning
20422,CHEVRON,Other
20426,KAYS RD 2,Other
20428,LANDING STRIP ( 13 ),Arson
20433,CLEBURNE,Arson
20440,ROCKY CANYON,Arson
20445,SIX SHOOTER,Arson
20447,RL139,Accidental
20463,COUNTY CAMP SET 1 (40),Utilities
20468,MEDEARIS,Other
20476,FY2002-GRADY-043,Debris Burning
20477,SOUTH LAKE,Arson
20478,UNCLE SAM FIRE,Accidental
20479,BAROMETER,Lightning
20480,DRAGLINE  (43),Other
20487,30076,Arson
20500,L31 EAST,Debris Burning
20503,TOMAN,Accidental
20505,RIGHT FORK OF MIDDLE FORK,Utilities
20506,CITY,Other
20511,2128,Accidental
20516,PLUM CREEK,Debris Burning
20517,RED TAIL,Other
20524,DIAMOND RANCH,Other
20526,CASINO ENTRANCE,Other
20528,HILLSIDE,Accidental
20535,FISH LAKE (RX/WF),Debris Burning
20536,SQUAW CRK,Utilities
20547,FY2014-SCHLEY-012,Debris Burning
20548,BYLAS FARMING,Arson
20553,FY2013-JASPER-006,Debris Burning
20558,ROBINSON ROCK PIT(38),Lightning
20560,SLACK CYN,Other
20566,I84 3TA9,Utilities
20567,FY2015-PIERCE-018,Debris Burning
20570,CAMP CREEK,Lightning
20573,SKYLINE II,Utilities
20574,WALKINGSTICK,Other
20575,BOUNDRY,Lightning
20577,BUNNELS RUN,Utilities
20581,PASADENA,Other
20588,STORM CREEK,Lightning
20602,HENDERSON - 192,Lightning
20603,RL302,Accidental
20607,HENDERSON - 020,Debris Burning
20608,1.55201E+13,Accidental
20614,RED LAKE 319,Accidental
20618,MARBLE,Accidental
20622,FY2002-RICHMOND-034,Arson
20626,SALT CREEK,Other
20635,WEST MESA,Lightning
20649,WATIE ROCK,Arson
20651,PEPPER,Other
20654,CORRAL,Arson
20661,BIIRKELAND BROS.,Utilities
20663,JERRITT SOUTH,Lightning
20670,OLD DUMP,Utilities
20671,FY2013-JEFF DAVIS-054,Accidental
20673,E39 (06),Utilities
20674,FY2000-PEACH-017,Debris Burning
20693,ABARR,Accidental
20697,39 HILL,Other
20701,NWILLOWS,Other
20704,WILA MAE LANE,Arson
20706,JOHNSON,Other
20714,42/THE 57TH PLACE FIRE,Lightning
20715,FY2015-WILKES-006,Accidental
20747,REMINGTON ROAD,Debris Burning
20751,OLD DUMP 1,Accidental
20752,WALDO,Arson
20753,DECKER RIDGE,Arson
20759,ROUTE 630,Arson
20765,SHEEP,Lightning
20772,CR 210 #2,Other
20777,OWEN,Other
20781,JULY,Utilities
20782,BAY,Accidental
20788,682,Other
20793,FY2002-CLAYTON-006,Accidental
20796,FY2001-DADE-031,Debris Burning
20797,FY2015-MACON-008,Debris Burning
20800,ASPHALT,Other
20824,BOWLING (47),Other
20825,MILL MOUNTAIN,Other
20833,BEAR TOOTH,Arson
20835,FY2002-SEMINOLE-082,Arson
20836,OR-MAF-034,Lightning
20837,RANGE FIRE,Other
20840,BEE,Lightning
20843,GRAVEL FIRE,Arson
20846,PALM MEADOW,Accidental
20850,LINDEN - 40,Debris Burning
20853,BUCKSKIN,Lightning
20854,VILLA NUEVA WEST,Other
20855,RADKIN RANCH FIRE,Lightning
20859,CHAIR,Accidental
20862,THE 'T',Utilities
20865,TOWER,Other
20866,OTTER CREEK,Lightning
20874,KILLSMALL,Debris Burning
20875,BURNT TENT,Accidental
20883,RIVER,Accidental
20889,STOTTLER,Other
20891,WALLACE,Utilities
20910,PETE,Lightning
20915,SAND POINT II,Debris Burning
20922,LYNN ROAD,Lightning
20923,TRANSIENT CAMP,Debris Burning
20929,HALLY BELL CURVE,Arson
20930,BRITT,Lightning
20933,JONES OIL,Other
20938,ST. FLORIAN FIRE,Other
20940,COCKRAN 3,Arson
20950,JUNKYARD DAWG,Other
20952,SAVANAH LANE,Arson
20953,UNNAMED FIRE 2034,Other
20956,94,Arson
20963,GRIMES,Lightning
20968,SHANNON BRANCH,Utilities
20984,PARTRIDGE CEEK,Lightning
20989,SKUNK,Debris Burning
20991,MOSES,Lightning
20992,BEN9244970,Arson
20997,REZ LINE,Lightning
21002,MOCUS,Lightning
21005,PANTERA,Utilities
21023,FIRE SAM,Accidental
21026,ASHLEY RD (43),Debris Burning
21042,LAKE,Debris Burning
21043,FY2000-SEMINOLE-103,Debris Burning
21048,15-0056,Other
21051,LS MESA,Arson
21052,NATION,Arson
21065,POPE COUNTY,Arson
21079,FY2001-MCINTOSH-090,Debris Burning
21087,DEANFIELDSRD.(38),Lightning
21089,MASON LAKE FIRE,Debris Burning
21090,57-MELODY LANE-1213,Debris Burning
21091,10049,Arson
21093,MONUMENT 2,Lightning
21094,NO NAME 292,Other
21096,DUMP FIRE - RT 209,Arson
21097,BONANZA CREEK,Lightning
21099,BRIDGE GULCH,Lightning
21101,451,Lightning
21102,WATER,Lightning
21120,HELISPOT FIRE,Lightning
21122,CARRIZO,Lightning
21123,OAKOHAY RIVER BRANCH,Other
21125,MICHIGAN,Debris Burning
21126,EAGLE CREEK 2,Lightning
21132,ZEB HAUGHT ROAD,Debris Burning
21135,AJ,Debris Burning
21146,9 LIVES,Other
21147,STUD HORSE,Other
21149,RIM ROCK,Utilities
21158,SPUR,Lightning
21159,MESSINGER,Other
21164,PRESCRIBE BURN ASSIST (26),Debris Burning
21172,FY2000-FLOYD-075,Debris Burning
21177,BUCKELY,Arson
21179,BULL BEAR,Debris Burning
21180,FY2015-WHITFIELD-001,Debris Burning
21185,LITTLE BEE,Debris Burning
21200,FY2012-JONES-012,Debris Burning
